Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5
SP1,2003-02-09,Vallecano,Malaga,2,1,H,1,0,H,2.375,3.1,2.625,2.4,3.2,2.7,2.5,3.0,2.5,2.25,3.2,2.75,2.38,3.2,2.62,2.4,3.2,2.625,2.37,3.1,2.62,1.75,1.85,2.0,1.72
SP1,2003-02-15,Espanol,Barcelona,0,2,A,0,2,A,2.5,3.1,2.5,2.55,3.15,2.55,2.9,3.0,2.2,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.2,2.5,2.5,3.1,2.5,1.7,1.9,1.8,1.9
SP1,2003-02-15,Valencia,Malaga,2,0,H,0,0,D,1.533,3.4,5.5,1.6,3.4,5.55,1.55,3.5,4.8,1.5,3.4,6.0,1.53,3.4,6.0,1.533,3.4,6.0,1.5,3.4,6.0,1.8,1.8,1.9,1.8
SP1,2003-02-15,Valladolid,La Coruna,0,1,A,0,0,D,2.625,3.1,2.375,2.75,3.15,2.4,2.7,3.0,2.3,2.75,3.2,2.25,2.75,3.0,2.38,2.75,3.0,2.375,2.62,3.1,2.37,1.85,1.75,1.9,1.8
SP1,2003-02-16,Alaves,Villarreal,1,0,H,0,0,D,2.1,3.2,3.0,2.15,3.15,3.2,2.1,2.9,3.2,2.2,3.2,2.8,2.1,3.1,3.2,2.1,3.1,3.2,2.1,3.0,3.2,1.9,1.7,2.1,1.66
SP1,2003-02-16,Ath Bilbao,Sevilla,2,0,H,0,0,D,1.909,3.2,3.5,2.0,3.15,3.6,2.0,2.9,3.4,2.0,3.2,3.2,1.91,3.2,3.6,1.909,3.2,3.6,1.83,3.3,3.6,2.05,1.6,2.0,1.72
SP1,2003-02-16,Ath Madrid,Mallorca,2,1,H,1,1,D,1.833,3.2,3.75,2.0,3.2,3.4,1.75,3.2,4.0,1.73,3.2,4.33,1.73,3.25,4.33,1.75,3.25,4.2,1.8,3.1,4.0,1.65,1.95,1.83,1.83
SP1,2003-02-16,Betis,Sociedad,3,2,H,1,0,H,2.3,3.0,2.8,2.35,3.1,2.85,2.2,3.0,2.9,2.25,3.2,2.75,2.3,3.1,2.8,2.3,3.1,2.8,2.3,3.1,2.75,1.75,1.85,1.9,1.8
SP1,2003-02-16,Celta,Recreativo,4,1,H,1,0,H,1.444,3.6,6.5,1.55,3.5,6.0,1.4,3.7,6.5,1.44,3.6,6.5,1.44,3.6,7.0,1.444,3.6,7.0,1.44,3.6,6.5,1.7,1.9,1.83,1.83
SP1,2003-02-16,Osasuna,Real Madrid,1,0,H,1,0,H,4.5,3.3,1.667,4.6,3.4,1.7,4.0,3.2,1.75,4.5,3.25,1.67,5.0,3.4,1.62,4.5,3.4,1.667,4.33,3.2,1.72,1.6,2.05,1.72,2.0
SP1,2003-02-16,Santander,Vallecano,2,0,H,2,0,H,1.909,3.2,3.5,2.1,3.15,3.3,2.1,2.9,3.2,2.0,3.2,3.2,2.0,3.1,3.4,2.0,3.1,3.4,2.0,3.2,3.2,1.85,1.75,2.0,1.72
SP1,2003-02-22,Barcelona,Betis,4,0,H,3,0,H,1.8,3.3,3.75,1.85,3.3,4.0,1.7,3.2,4.2,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.25,3.8,1.7,1.9,1.66,2.1
SP1,2003-02-22,La Coruna,Alaves,6,0,H,3,0,H,1.5,3.4,6.0,1.55,3.5,5.85,1.6,3.2,5.0,1.5,3.4,6.0,1.53,3.4,6.0,1.533,3.4,6.0,1.5,3.4,6.0,1.7,1.9,1.8,1.9
SP1,2003-02-22,Real Madrid,Valladolid,3,1,H,2,1,H,1.222,5.0,9.0,1.27,4.75,9.5,1.3,4.2,8.0,1.29,4.33,9.0,1.25,4.5,10.0,1.25,4.5,10.0,1.25,4.5,10.0,1.6,2.05,1.66,2.1
SP1,2003-02-23,Malaga,Celta,1,1,D,0,1,A,2.4,3.0,2.7,2.35,3.15,2.8,2.4,2.9,2.7,2.38,3.2,2.6,2.38,3.0,2.75,2.375,3.1,2.7,2.3,3.1,2.7,,,1.83,1.83
SP1,2003-02-23,Mallorca,Ath Bilbao,1,1,D,1,1,D,2.25,3.0,2.875,2.25,3.15,3.0,2.2,3.0,2.9,2.25,3.2,2.75,2.25,3.25,2.75,2.25,3.2,2.8,2.2,3.1,2.87,1.7,1.9,1.8,1.9
SP1,2003-02-23,Recreativo,Ath Madrid,3,0,H,0,0,D,2.875,3.0,2.25,2.8,3.15,2.35,2.8,2.9,2.3,2.75,3.2,2.25,2.8,3.1,2.3,2.8,3.1,2.3,2.7,3.1,2.3,1.75,1.85,1.8,1.9
SP1,2003-02-23,Sevilla,Espanol,1,0,H,1,0,H,1.909,3.2,3.5,1.92,3.2,3.7,2.0,2.9,3.4,1.8,3.2,4.0,1.91,3.2,3.6,1.909,3.2,3.6,1.9,3.1,3.6,1.7,1.9,2.0,1.72
SP1,2003-02-23,Sociedad,Osasuna,2,0,H,1,0,H,1.615,3.25,5.0,1.67,3.35,5.0,1.7,3.2,4.2,1.62,3.25,5.0,1.67,3.25,4.75,1.667,3.25,4.75,1.66,3.1,5.0,1.7,1.9,1.8,1.9
SP1,2003-02-23,Vallecano,Valencia,0,4,A,0,3,A,3.4,3.25,1.909,3.3,3.15,2.1,3.5,3.1,1.9,3.2,3.2,2.0,3.4,3.1,2.0,3.4,3.1,2.0,3.3,3.1,2.0,1.7,1.9,2.0,1.72
SP1,2003-02-23,Villarreal,Santander,0,3,A,0,0,D,1.833,3.2,3.75,1.9,3.2,3.8,1.85,3.0,3.8,1.8,3.2,4.0,1.83,3.2,3.8,1.85,3.2,3.8,1.8,3.1,4.0,1.75,1.85,1.9,1.8
SP1,2003-03-01,Alaves,Real Madrid,1,5,A,0,2,A,4.0,3.1,1.8,4.0,3.4,1.8,3.6,3.1,1.85,3.75,3.25,1.8,4.33,3.25,1.73,4.2,3.25,1.75,4.0,3.1,1.8,1.7,1.9,1.83,1.83
SP1,2003-03-01,Ath Bilbao,Recreativo,2,3,A,0,3,A,1.533,3.4,5.5,1.58,3.55,5.3,1.45,3.6,5.8,1.5,3.4,6.0,1.53,3.4,6.0,1.533,3.4,6.0,1.57,3.3,5.5,1.7,1.9,1.8,1.9
SP1,2003-03-01,Espanol,Mallorca,2,0,H,2,0,H,2.1,3.0,3.2,2.1,3.1,3.3,1.9,3.1,3.5,2.1,3.2,3.0,2.1,3.1,3.2,2.1,3.1,3.2,2.0,3.1,3.3,1.8,1.8,1.9,1.8
SP1,2003-03-02,Ath Madrid,Malaga,2,1,H,1,0,H,1.8,3.1,4.0,1.85,3.25,3.9,1.75,3.1,4.2,1.73,3.2,4.33,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.1,4.5,1.85,1.75,1.83,1.83
SP1,2003-03-02,Betis,Sevilla,0,1,A,0,0,D,2.0,3.0,3.4,2.02,3.05,3.55,2.1,2.8,3.3,2.0,3.2,3.2,1.91,3.1,3.75,1.909,3.1,3.75,1.9,3.0,3.75,1.95,1.65,2.0,1.72
SP1,2003-03-02,Celta,Valencia,1,1,D,1,1,D,2.5,2.875,2.625,2.75,3.1,2.4,2.4,2.9,2.7,2.6,3.2,2.38,2.5,3.0,2.6,2.5,3.0,2.6,2.5,3.1,2.5,1.95,1.65,2.0,1.72
SP1,2003-03-02,Osasuna,Barcelona,2,2,D,0,0,D,2.625,3.2,2.3,2.92,3.2,2.25,3.2,3.1,2.0,2.8,3.2,2.2,2.8,3.2,2.25,2.8,3.2,2.25,2.75,3.2,2.25,1.8,1.8,1.9,1.8
SP1,2003-03-02,Santander,La Coruna,1,2,A,0,1,A,2.75,3.2,2.25,2.75,3.2,2.35,2.9,3.0,2.2,2.75,3.2,2.25,2.75,3.2,2.3,2.75,3.2,2.3,2.8,3.1,2.25,1.85,1.75,1.9,1.8
SP1,2003-03-02,Valladolid,Sociedad,3,0,H,3,0,H,2.625,3.1,2.375,2.75,3.1,2.4,2.5,3.0,2.5,2.75,3.2,2.25,2.75,3.2,2.3,2.75,3.2,2.3,2.62,3.1,2.37,1.75,1.85,1.9,1.8
SP1,2003-03-02,Villarreal,Vallecano,2,1,H,1,0,H,1.8,3.1,4.0,1.8,3.25,4.2,1.8,3.1,3.8,1.8,3.2,4.0,1.8,3.25,4.0,1.8,3.25,4.0,1.8,3.1,4.0,1.85,1.75,1.9,1.8
SP1,2003-03-08,Barcelona,Valladolid,1,1,D,1,0,H,1.4,3.75,7.0,1.4,3.9,7.45,1.4,3.9,6.0,1.36,3.75,8.0,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5,1.65,2.1,1.66,2.1
SP1,2003-03-08,La Coruna,Villarreal,2,1,H,2,1,H,1.444,3.6,6.5,1.5,3.6,6.5,1.5,3.5,5.4,1.4,3.6,7.5,1.44,3.6,7.0,1.444,3.6,7.0,1.44,3.6,6.5,1.75,1.95,1.8,1.9
SP1,2003-03-08,Real Madrid,Santander,4,1,H,2,0,H,1.25,4.5,10.0,1.3,4.6,9.0,1.3,4.2,8.0,1.29,4.33,9.0,1.22,5.0,10.0,1.222,5.0,10.0,1.25,4.5,10.0,1.6,2.15,1.57,2.25
SP1,2003-03-08,Valencia,Ath Madrid,0,1,A,0,0,D,1.615,3.25,5.0,1.65,3.3,5.15,1.6,3.3,4.8,1.5,3.4,6.0,1.62,3.4,5.0,1.615,3.4,5.0,1.44,3.6,6.5,1.8,1.9,1.83,1.83
SP1,2003-03-09,Malaga,Ath Bilbao,3,0,H,1,0,H,2.1,3.2,3.0,2.15,3.15,3.1,2.1,2.9,3.2,1.91,3.2,3.5,2.1,3.1,3.2,2.1,3.1,3.2,2.0,3.2,3.2,1.95,1.75,1.8,1.9
SP1,2003-03-09,Mallorca,Betis,2,1,H,1,1,D,2.375,3.1,2.625,2.45,3.15,2.65,2.4,2.9,2.7,2.38,3.2,2.6,2.5,3.0,2.6,2.5,3.1,2.6,2.3,3.1,2.75,1.95,1.75,1.83,1.83
SP1,2003-03-09,Recreativo,Espanol,0,0,D,0,0,D,2.25,3.2,2.75,2.25,3.1,3.0,2.1,3.0,3.1,2.1,3.2,3.0,2.3,3.0,2.88,2.3,3.0,2.875,2.1,3.1,3.1,1.95,1.75,2.0,1.72
SP1,2003-03-09,Sevilla,Osasuna,2,0,H,2,0,H,1.909,3.0,3.75,1.95,3.15,3.7,1.9,3.0,3.6,1.8,3.2,4.0,1.83,3.1,4.0,1.833,3.1,4.0,1.83,3.0,4.0,2.0,1.7,2.1,1.66
SP1,2003-03-09,Sociedad,Alaves,3,1,H,3,0,H,1.533,3.4,5.5,1.6,3.4,5.5,1.6,3.3,4.8,1.5,3.4,6.0,1.57,3.4,5.5,1.571,3.4,5.5,1.57,3.5,5.0,1.85,1.85,1.8,1.9
SP1,2003-03-09,Vallecano,Celta,1,0,H,0,0,D,2.625,3.2,2.3,2.75,3.15,2.4,2.7,3.0,2.3,2.6,3.2,2.38,2.7,3.2,2.3,2.7,3.2,2.3,2.75,3.1,2.3,1.85,1.85,1.9,1.8
SP1,2003-03-15,La Coruna,Vallecano,2,0,H,1,0,H,1.33,4.0,8.0,1.38,4.0,8.0,1.4,3.9,6.0,1.36,3.75,8.0,1.33,4.0,8.5,1.33,4.0,8.5,1.36,3.75,8.0,1.75,1.85,1.72,2.0
SP1,2003-03-15,Santander,Sociedad,1,2,A,1,1,D,2.62,3.2,2.3,2.75,3.2,2.35,2.8,2.9,2.3,2.75,3.2,2.25,2.88,3.1,2.25,2.88,3.1,2.25,2.75,3.1,2.3,1.7,1.9,1.83,1.83
SP1,2003-03-15,Villarreal,Real Madrid,0,1,A,0,0,D,4.0,3.4,1.72,4.3,3.4,1.75,3.6,3.1,1.85,4.33,3.2,1.73,4.33,3.25,1.73,4.2,3.25,1.75,4.0,3.1,1.8,1.75,1.85,1.8,1.9
SP1,2003-03-16,Alaves,Barcelona,0,0,D,0,0,D,3.0,3.2,2.1,3.45,3.25,2.0,3.1,3.0,2.1,3.0,3.4,2.0,3.25,3.25,2.0,3.25,3.25,2.0,3.2,3.0,2.1,1.7,1.9,1.83,1.83
SP1,2003-03-16,Ath Bilbao,Valencia,1,0,H,1,0,H,2.75,3.2,2.25,2.75,3.0,2.5,2.5,3.0,2.5,2.6,3.2,2.38,2.7,3.1,2.38,2.7,3.1,2.38,2.62,3.1,2.37,1.8,1.8,1.83,1.83
SP1,2003-03-16,Ath Madrid,Celta,0,1,A,0,0,D,1.9,3.25,3.4,2.0,3.2,3.5,2.0,3.0,3.3,1.91,3.25,3.4,2.1,3.1,3.2,2.1,3.1,3.2,2.0,3.1,3.3,1.75,1.85,1.9,1.8
SP1,2003-03-16,Betis,Recreativo,1,1,D,1,0,H,1.57,3.5,5.0,1.6,3.5,5.3,1.6,3.3,4.8,1.62,3.25,5.0,1.57,3.4,5.5,1.57,3.4,5.5,1.57,3.3,5.5,1.7,1.9,1.83,1.83
SP1,2003-03-16,Espanol,Malaga,2,1,H,0,0,D,2.0,3.2,3.2,2.0,3.2,3.5,1.9,3.1,3.5,1.83,3.2,3.75,2.1,3.1,3.2,2.1,3.1,3.2,1.9,3.1,3.6,1.75,1.85,1.9,1.8
SP1,2003-03-16,Osasuna,Mallorca,0,0,D,0,0,D,2.2,3.0,3.0,2.1,3.15,3.3,1.9,3.1,3.5,2.0,3.2,3.2,2.2,3.1,3.0,2.2,3.1,3.0,2.0,3.1,3.3,1.8,1.8,2.0,1.72
SP1,2003-03-16,Valladolid,Sevilla,0,0,D,0,0,D,2.2,3.0,3.0,2.2,3.2,3.0,2.1,2.9,3.2,2.1,3.2,3.0,2.2,3.1,3.0,2.2,3.1,3.0,2.1,3.1,3.1,1.85,1.75,2.1,1.66
SP1,2003-03-22,Vallecano,Ath Madrid,0,0,D,0,0,D,2.6,3.2,2.375,2.75,3.2,2.35,2.7,3.0,2.3,2.6,3.2,2.38,2.75,3.2,2.3,2.75,3.2,2.3,2.62,3.1,2.37,1.8,1.85,1.9,1.8
SP1,2003-03-23,Barcelona,Santander,6,1,H,3,0,H,1.444,3.75,6.0,1.42,3.9,7.0,1.4,3.7,6.5,1.36,3.75,8.0,1.4,3.75,7.5,1.4,3.75,7.5,1.44,3.6,6.5,1.65,2.0,1.72,2.0
SP1,2003-03-23,Celta,Ath Bilbao,2,1,H,1,1,D,1.667,3.25,4.5,1.75,3.2,4.6,1.75,3.2,4.0,1.67,3.25,4.5,1.8,3.25,4.0,1.8,3.25,4.0,1.72,3.2,4.33,1.85,1.8,1.8,1.9
SP1,2003-03-23,Malaga,Betis,0,0,D,0,0,D,2.2,3.2,2.8,2.25,3.1,3.0,2.3,2.8,2.9,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.875,2.2,3.1,2.87,1.8,1.85,1.83,1.83
SP1,2003-03-23,Mallorca,Valladolid,2,1,H,0,1,A,1.909,3.2,3.5,2.0,3.1,3.55,2.1,2.9,3.2,1.83,3.2,3.75,1.91,3.2,3.6,1.909,3.2,3.6,2.0,3.1,3.3,1.95,1.7,1.9,1.8
SP1,2003-03-23,Real Madrid,La Coruna,2,0,H,1,0,H,1.727,3.2,4.333,1.73,3.3,4.5,1.7,3.2,4.2,1.67,3.25,4.5,1.73,3.25,4.33,1.7,3.4,4.333,1.66,3.3,4.5,1.65,2.0,1.72,2.0
SP1,2003-03-23,Recreativo,Osasuna,1,1,D,0,0,D,2.1,3.2,3.0,2.15,3.15,3.15,2.1,2.9,3.2,1.91,3.2,3.5,2.2,3.1,3.0,2.2,3.1,3.0,2.1,3.1,3.1,1.95,1.7,1.9,1.8
SP1,2003-03-23,Sevilla,Alaves,3,2,H,1,0,H,1.727,3.2,4.333,1.75,3.25,4.6,1.8,3.0,4.0,1.62,3.25,5.0,1.67,3.25,4.75,1.667,3.25,4.75,1.66,3.1,5.0,2.1,1.6,1.9,1.8
SP1,2003-03-23,Sociedad,Villarreal,2,2,D,1,0,H,1.5,3.6,5.5,1.55,3.65,5.5,1.45,3.6,5.8,1.4,3.75,7.0,1.5,3.5,6.0,1.5,3.5,6.0,1.44,3.6,6.5,1.8,1.8,1.8,1.9
SP1,2003-03-23,Valencia,Espanol,1,1,D,0,1,A,1.444,3.6,6.5,1.52,3.6,6.0,1.45,3.6,5.8,1.5,3.25,6.5,1.44,3.75,6.5,1.444,3.75,6.5,1.44,3.6,6.5,1.95,1.7,2.0,1.72
SP1,2003-04-05,Betis,Valencia,2,0,H,1,0,H,2.5,3.1,2.5,2.7,3.05,2.45,2.5,2.9,2.6,2.625,2.875,2.5,2.6,3.0,2.5,2.6,3.0,2.5,2.6,3.1,2.4,1.9,1.7,2.0,1.72
SP1,2003-04-05,Espanol,Celta,0,0,D,0,0,D,2.3,3.0,2.8,2.45,3.15,2.65,2.3,3.0,2.7,2.25,3.2,2.75,2.38,3.2,2.63,2.4,3.2,2.625,2.37,3.1,2.62,1.8,1.8,2.0,1.72
SP1,2003-04-05,Real Madrid,Vallecano,3,1,H,0,1,A,1.2,5.0,11.0,1.2,5.5,11.0,1.2,5.0,10.0,1.2,5.0,11.0,1.2,5.5,10.0,1.2,5.5,10.0,1.22,5.0,9.5,1.45,2.5,1.61,2.2
SP1,2003-04-05,Villarreal,Barcelona,2,0,H,0,0,D,2.625,3.1,2.375,2.8,3.2,2.3,2.7,3.0,2.3,3.0,3.2,2.1,2.8,3.1,2.3,2.8,3.1,2.3,2.75,3.2,2.25,1.85,1.85,1.83,1.83
SP1,2003-04-06,Alaves,Mallorca,0,0,D,0,0,D,2.25,3.2,2.75,2.2,3.2,2.95,2.2,2.9,3.0,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.875,2.3,3.0,2.8,1.75,1.85,2.0,1.72
SP1,2003-04-06,Ath Bilbao,Ath Madrid,1,0,H,0,0,D,2.25,3.2,2.75,2.2,3.2,3.0,2.2,2.9,3.0,2.2,3.2,2.8,2.2,3.1,3.0,2.2,3.1,3.0,2.2,3.1,2.87,1.75,1.85,1.83,1.83
SP1,2003-04-06,La Coruna,Sociedad,2,1,H,1,1,D,1.909,3.2,3.5,1.9,3.2,3.75,1.65,3.2,4.6,1.8,3.2,4.0,1.83,3.25,3.75,1.833,3.2,4.0,1.72,3.25,4.2,1.7,1.9,1.72,2.0
SP1,2003-04-06,Osasuna,Malaga,0,1,A,0,0,D,2.1,3.0,3.2,2.1,3.2,3.15,2.1,2.9,3.2,2.1,3.0,3.2,2.1,3.1,3.2,2.1,3.1,3.2,2.1,3.0,3.2,1.8,1.8,2.0,1.72
SP1,2003-04-06,Santander,Sevilla,1,0,H,1,0,H,2.3,3.0,2.8,2.45,3.15,2.65,2.3,2.9,2.8,2.375,3.2,2.6,2.4,3.1,2.7,2.4,3.1,2.7,2.4,3.1,2.6,1.9,1.7,2.1,1.66
SP1,2003-04-06,Valladolid,Recreativo,0,1,A,0,1,A,1.8,3.1,4.0,1.85,3.2,4.0,1.7,3.1,4.4,1.8,3.2,4.0,1.85,3.1,4.0,1.85,3.1,4.0,1.8,3.1,4.0,1.75,1.85,1.83,1.83
SP1,2003-04-12,Barcelona,La Coruna,2,4,A,2,1,H,2.2,3.0,3.0,2.2,3.2,2.95,2.2,3.0,2.9,2.0,3.2,3.2,2.2,3.1,3.0,2.1,3.1,3.2,2.2,3.1,2.87,1.65,1.95,,
SP1,2003-04-12,Sevilla,Villarreal,3,1,H,1,1,D,1.833,3.0,4.0,1.9,3.3,3.65,1.9,3.0,3.6,1.8,3.2,4.0,1.83,3.1,4.0,1.833,3.1,4.0,1.8,3.1,4.0,1.95,1.65,,
SP1,2003-04-13,Ath Madrid,Espanol,3,3,D,0,1,A,1.727,3.2,4.333,1.8,3.2,4.25,1.8,3.0,4.0,1.667,3.25,4.5,1.73,3.2,4.5,1.727,3.2,4.5,1.8,3.1,4.0,1.9,1.7,,
SP1,2003-04-13,Celta,Betis,1,0,H,1,0,H,1.833,3.2,3.75,1.83,3.2,4.1,1.8,3.0,4.0,1.8,3.2,4.0,1.83,3.1,4.0,1.833,3.1,4.0,1.8,3.1,4.0,1.9,1.7,,
SP1,2003-04-13,Malaga,Valladolid,1,0,H,0,0,D,1.8,3.1,4.0,1.85,3.1,4.2,1.85,3.1,3.6,1.727,3.2,4.333,1.8,3.2,4.0,1.8,3.2,4.0,1.8,3.1,4.0,1.85,1.75,,
SP1,2003-04-13,Mallorca,Santander,3,3,D,1,3,A,1.8,3.1,4.0,1.85,3.2,4.05,1.85,3.1,3.6,1.8,3.2,4.0,1.8,3.2,4.0,1.8,3.2,4.0,1.8,3.1,4.0,1.75,1.85,,
SP1,2003-04-13,Recreativo,Alaves,1,0,H,1,0,H,2.1,3.0,3.2,2.0,3.1,3.6,2.1,3.0,3.1,1.8,3.2,4.0,2.0,3.1,3.4,2.0,3.1,3.4,1.9,3.2,3.5,1.9,1.7,,
SP1,2003-04-13,Sociedad,Real Madrid,4,2,H,4,1,H,2.625,3.1,2.375,2.75,3.2,2.35,2.5,3.0,2.5,2.75,3.2,2.25,2.75,3.25,2.25,2.75,3.25,2.25,2.75,3.2,2.25,1.65,1.95,,
SP1,2003-04-13,Valencia,Osasuna,1,0,H,1,0,H,1.444,3.6,6.5,1.45,3.75,6.8,1.45,3.8,5.4,1.444,3.6,6.5,1.44,3.6,7.0,1.444,3.6,7.0,1.4,3.5,8.0,1.8,1.8,,
SP1,2003-04-13,Vallecano,Ath Bilbao,1,1,D,0,0,D,2.375,3.1,2.625,2.4,3.1,2.75,2.4,2.9,2.7,2.25,3.2,2.75,2.38,3.1,2.7,2.375,3.1,2.7,2.3,3.1,2.75,1.85,1.75,,
SP1,2003-04-19,Real Madrid,Barcelona,1,1,D,1,1,D,1.667,3.3,4.5,1.71,3.33,4.55,1.7,3.2,4.2,1.667,3.25,4.5,1.7,3.25,4.5,1.7,3.25,4.5,1.66,3.3,4.5,1.6,2.05,1.72,2.0
SP1,2003-04-19,Valladolid,Valencia,1,0,H,0,0,D,2.875,3.0,2.25,2.65,3.15,2.45,2.7,2.9,2.4,2.875,3.0,2.25,2.8,3.1,2.3,2.8,3.1,2.3,2.87,3.1,2.2,1.9,1.7,2.1,1.66
SP1,2003-04-19,Villarreal,Mallorca,1,1,D,1,1,D,2.1,3.2,3.0,2.15,3.15,3.15,2.1,2.9,3.2,2.0,3.2,3.2,2.1,3.1,3.2,2.1,3.1,3.2,2.2,3.1,2.87,1.8,1.8,2.1,1.66
SP1,2003-04-20,Alaves,Malaga,0,1,A,0,0,D,2.25,3.0,2.875,2.3,3.1,2.9,2.2,2.9,3.0,2.2,3.2,2.8,2.25,3.1,2.88,2.25,3.1,2.875,2.25,3.1,2.8,1.8,1.8,2.0,1.72
SP1,2003-04-20,Betis,Ath Madrid,2,2,D,0,1,A,1.909,3.2,3.5,2.07,3.25,3.2,2.0,3.0,3.3,1.909,3.2,3.5,2.0,3.1,3.4,2.0,3.1,3.4,2.0,3.0,3.4,1.75,1.85,1.9,1.8
SP1,2003-04-20,Espanol,Ath Bilbao,3,3,D,0,3,A,1.909,3.2,3.5,2.0,3.25,3.4,1.9,3.1,3.5,1.909,3.2,3.5,2.0,3.1,3.4,2.0,3.1,3.4,2.0,3.1,3.3,1.75,1.85,1.83,1.83
SP1,2003-04-20,La Coruna,Sevilla,3,1,H,2,0,H,1.5,3.4,6.0,1.51,3.5,6.4,1.45,3.6,5.8,1.444,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.5,3.4,6.0,1.7,1.9,1.83,1.83
SP1,2003-04-20,Osasuna,Celta,0,2,A,0,1,A,2.625,3.1,2.375,2.65,3.15,2.45,2.5,3.0,2.5,2.625,2.875,2.5,2.63,3.1,2.4,2.625,3.1,2.4,2.75,3.1,2.3,1.9,1.7,2.2,1.61
SP1,2003-04-20,Santander,Recreativo,1,0,H,0,0,D,1.909,3.2,3.5,2.0,3.25,3.4,1.9,3.1,3.5,2.0,3.0,3.4,2.0,3.2,3.3,2.0,3.2,3.3,2.1,3.1,3.1,1.8,1.8,2.0,1.72
SP1,2003-04-20,Sociedad,Vallecano,5,0,H,1,0,H,1.364,3.75,8.0,1.41,3.8,7.6,1.4,3.7,6.5,1.364,3.75,8.0,1.4,3.75,7.5,1.4,3.75,7.5,1.4,3.75,7.0,1.65,1.95,1.72,2.0
SP1,2003-04-26,Ath Bilbao,Betis,3,1,H,3,1,H,2.2,3.0,3.0,2.15,3.15,3.15,2.1,2.9,3.2,2.0,3.0,3.4,2.1,3.2,3.1,2.1,3.1,3.2,2.0,3.1,3.3,1.8,1.8,1.9,1.9
SP1,2003-04-26,Ath Madrid,Osasuna,0,1,A,0,1,A,1.667,3.3,4.5,1.66,3.35,5.0,1.6,3.3,4.8,1.571,3.25,5.5,1.62,3.4,5.0,1.615,3.4,5.0,1.57,3.5,5.0,1.85,1.75,2.0,1.8
SP1,2003-04-27,Barcelona,Sociedad,2,1,H,2,0,H,2.2,3.0,3.0,2.25,3.25,2.8,1.8,3.1,3.8,2.2,3.25,2.75,2.2,3.25,2.8,2.2,3.2,2.9,2.0,3.2,3.2,1.6,2.05,1.75,2.05
SP1,2003-04-27,Celta,Valladolid,0,0,D,0,0,D,1.533,3.4,5.5,1.6,3.4,5.25,1.5,3.5,5.4,1.444,3.6,6.5,1.53,3.4,6.0,1.533,3.4,6.0,1.5,3.4,6.0,1.8,1.8,2.05,1.75
SP1,2003-04-27,Malaga,Santander,2,2,D,0,0,D,1.727,3.2,4.333,1.8,3.25,4.2,1.8,3.1,3.8,1.727,3.2,4.333,1.83,3.25,3.75,1.75,3.2,4.333,1.72,3.2,4.33,1.7,1.9,1.9,1.9
SP1,2003-04-27,Mallorca,La Coruna,3,0,H,2,0,H,3.0,3.0,2.2,2.95,3.25,2.2,2.9,3.0,2.2,3.2,3.2,2.0,3.0,3.1,2.2,3.0,3.1,2.2,2.87,3.1,2.2,1.7,1.9,1.85,1.95
SP1,2003-04-27,Recreativo,Villarreal,5,0,H,1,0,H,2.2,3.0,3.0,2.1,3.1,3.3,2.2,2.8,3.1,1.909,3.2,3.5,2.1,3.1,3.2,2.1,3.1,3.2,2.0,3.1,3.3,1.9,1.7,1.95,1.85
SP1,2003-04-27,Sevilla,Real Madrid,1,3,A,1,1,D,3.4,3.25,1.909,4.0,3.4,1.78,3.6,3.1,1.85,3.75,3.2,1.833,3.75,3.25,1.83,3.75,3.1,1.909,3.5,3.2,1.9,1.65,1.95,1.85,1.95
SP1,2003-04-27,Valencia,Alaves,3,0,H,1,0,H,1.364,3.75,8.0,1.4,3.9,7.4,1.4,3.7,6.5,1.364,3.75,8.0,1.36,3.75,8.5,1.364,3.75,8.5,1.36,3.75,8.0,1.8,1.8,1.95,1.85
SP1,2003-04-27,Vallecano,Espanol,0,3,A,0,1,A,2.3,3.2,2.625,2.38,3.15,2.75,2.2,2.9,3.0,2.2,3.2,2.8,2.38,3.0,2.75,2.375,3.1,2.7,2.25,3.1,2.8,1.8,1.8,1.95,1.85
SP1,2003-05-03,Real Madrid,Mallorca,1,5,A,1,0,H,1.286,4.5,8.0,1.3,4.65,8.5,1.4,3.9,6.0,1.286,4.333,9.0,1.3,4.33,8.5,1.3,4.333,8.5,1.28,4.33,8.5,1.69,2.05,1.61,2.2
SP1,2003-05-03,Sociedad,Sevilla,1,0,H,1,0,H,1.571,3.5,5.0,1.58,3.6,5.2,1.6,3.4,4.6,1.571,3.25,5.5,1.53,3.5,5.5,1.533,3.5,5.5,1.57,3.5,5.0,1.86,1.93,1.83,1.83
