Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
F1,2005-02-18,Monaco,Lyon,1,1,D,0,0,D,2.37,2.87,2.87,2.3,3.0,3.0,2.35,2.95,2.9,2.3,2.8,2.9,2.38,3.0,2.75,2.38,2.88,2.88,2.3,2.75,3.1,2.1,1.6,2.35,1.46,-0.5,1.96,1.88,-0.25,2.0,1.9,-0.25,,,,,,,,,
F1,2005-02-19,Bastia,Marseille,0,1,A,0,0,D,3.0,3.0,2.25,3.0,3.1,2.25,3.0,2.9,2.3,3.1,2.8,2.2,3.0,3.0,2.2,3.1,2.88,2.25,3.0,2.8,2.3,2.2,1.55,1.47,2.3,0.5,1.84,2.0,0.25,1.85,2.05,0.25,,,,,,,,,
F1,2005-02-19,Caen,Ajaccio,2,2,D,2,2,D,2.2,2.8,3.25,2.15,2.75,3.65,2.15,2.85,3.4,2.0,2.8,3.6,2.1,2.75,3.5,2.1,2.75,3.6,2.1,2.75,3.5,2.3,1.5,2.15,1.55,-0.5,1.86,1.98,-0.25,1.875,2.025,-0.25,,,,,,,,,
F1,2005-02-19,Lens,Nantes,2,0,H,1,0,H,1.9,2.9,4.0,2.05,2.9,3.75,1.95,2.9,3.9,2.0,2.8,3.6,2.0,2.88,3.6,2.05,2.8,3.75,1.9,2.75,4.2,2.2,1.55,1.95,1.66,-0.5,1.74,2.1,-0.25,1.725,2.174,-0.25,,,,,,,,,
F1,2005-02-19,Rennes,Nice,4,1,H,0,0,D,1.72,3.1,4.75,1.75,3.05,5.0,1.82,3.2,4.0,1.7,3.1,4.4,1.73,2.88,5.0,1.73,3.0,5.0,1.72,2.9,5.0,2.2,1.55,1.82,1.78,-0.5,1.78,2.06,-0.5,1.8,2.1,-0.5,,,,,,,,,
F1,2005-02-19,Strasbourg,Paris SG,3,1,H,2,0,H,2.5,2.62,3.0,2.5,2.9,2.8,2.5,2.8,2.8,2.5,2.7,2.8,2.4,2.88,2.8,2.5,2.7,2.88,2.4,2.75,2.9,2.1,1.6,2.5,1.4,-0.5,1.78,2.06,0.0,1.8,2.1,0.0,,,,,,,,,
F1,2005-02-19,Toulouse,Bordeaux,1,0,H,0,0,D,2.2,2.7,3.4,2.0,2.85,4.0,2.15,2.85,3.4,2.2,2.7,3.2,2.0,2.88,3.6,2.1,2.9,3.4,2.05,2.7,3.75,2.2,1.55,2.15,1.55,-0.5,1.82,2.02,-0.25,1.85,2.0,-0.25,,,,,,,,,
F1,2005-02-20,Istres,Auxerre,1,0,H,1,0,H,3.25,3.0,2.1,3.5,2.95,2.1,3.4,3.0,2.05,3.2,2.9,2.1,3.4,3.0,2.0,3.4,2.9,2.1,3.75,2.8,2.0,2.3,1.5,1.59,2.05,0.5,1.72,2.12,0.5,2.05,1.85,0.25,,,,,,,,,
F1,2005-02-20,Metz,Lille,1,1,D,0,1,A,2.62,2.8,2.62,2.7,3.0,2.5,2.65,2.75,2.7,2.5,2.7,2.8,2.62,2.88,2.5,2.7,2.8,2.6,2.6,2.7,2.7,2.3,1.5,2.65,1.36,-0.5,1.92,1.92,0.0,1.95,1.95,0.0,,,,,,,,,
F1,2005-02-20,St Etienne,Sochaux,1,0,H,0,0,D,2.25,2.75,3.25,2.25,2.8,3.35,2.25,2.7,3.35,2.1,2.8,3.3,2.25,2.88,3.0,2.25,2.75,3.25,2.2,2.75,3.25,2.3,1.5,2.25,1.5,-0.5,1.94,1.9,-0.25,1.95,1.95,-0.25,,,,,,,,,
F1,2005-02-26,Ajaccio,Lens,0,0,D,0,0,D,2.37,2.87,2.87,2.45,2.8,3.0,2.45,2.7,3.0,2.3,2.7,3.0,2.25,2.75,3.2,2.4,2.75,3.0,2.4,2.75,2.9,2.45,1.45,2.45,1.42,-0.5,,,,1.775,2.125,0.0,,,,,,,,,
F1,2005-02-26,Bordeaux,Caen,2,2,D,1,0,H,1.61,3.2,5.5,1.7,3.0,5.5,1.7,3.0,5.25,1.65,3.0,5.0,1.67,2.88,5.5,1.62,3.2,5.5,1.61,3.1,5.5,2.0,1.65,1.7,1.91,-0.5,,,,1.8,2.1,-0.75,,,,,,,,,
F1,2005-02-26,Lyon,St Etienne,3,2,H,1,0,H,1.5,3.4,6.5,1.4,3.75,8.25,1.53,3.3,6.5,1.6,3.1,5.2,1.5,3.25,6.5,1.5,3.4,6.5,1.57,3.1,6.0,2.0,1.65,2.0,1.38,-1.5,,,,2.05,1.85,-1.0,,,,,,,,,
F1,2005-02-26,Nantes,Strasbourg,2,1,H,1,0,H,2.0,3.0,3.5,2.0,2.85,4.0,2.0,2.8,3.95,1.9,2.8,4.0,1.91,2.88,4.0,1.91,2.9,4.0,1.95,2.75,4.0,2.2,1.55,2.0,1.64,-0.5,,,,1.925,1.975,-0.5,,,,,,,,,
F1,2005-02-26,Nice,Monaco,2,1,H,1,0,H,3.0,2.75,2.37,3.5,2.85,2.15,3.05,2.8,2.35,2.9,2.7,2.4,3.2,2.75,2.25,3.2,2.8,2.25,3.0,2.7,2.37,2.2,1.55,1.46,2.35,0.5,,,,1.875,2.025,0.25,,,,,,,,,
F1,2005-02-26,Paris SG,Bastia,1,0,H,0,0,D,1.61,3.1,5.5,1.55,3.3,6.5,1.6,3.15,6.0,1.55,3.4,5.0,1.62,3.0,6.0,1.57,3.4,5.5,1.61,3.1,5.5,2.2,1.55,1.6,2.07,-0.5,,,,2.0,1.9,-1.0,,,,,,,,,
F1,2005-02-27,Lille,Rennes,0,0,D,0,0,D,1.57,3.25,6.0,1.65,3.05,6.0,1.6,3.15,6.0,1.6,3.1,5.2,1.67,2.88,5.5,1.57,3.2,6.0,1.61,3.1,5.5,2.1,1.6,1.6,2.07,-0.5,,,,2.2,1.7,-1.0,,,,,,,,,
F1,2005-02-27,Marseille,Istres,1,1,D,0,0,D,1.36,3.75,8.5,1.4,3.5,10.0,1.4,3.6,8.5,1.35,3.8,7.5,1.4,3.6,7.5,1.36,3.75,8.5,1.36,3.6,9.0,1.95,1.71,2.0,1.53,-1.5,,,,2.025,1.875,-1.25,,,,,,,,,
F1,2005-03-04,Caen,Lyon,1,0,H,0,0,D,4.2,3.0,1.83,5.5,2.9,1.75,4.4,3.0,1.8,3.8,3.0,1.85,5.0,2.88,1.73,4.5,3.1,1.75,4.8,2.8,1.8,1.65,2.0,1.21,3.3,1.5,1.8,2.04,0.75,1.775,2.125,0.75,,,,,,,,,
F1,2005-03-05,Bastia,Lille,3,1,H,3,1,H,2.87,2.87,2.4,3.15,2.85,2.3,2.85,2.8,2.45,2.65,2.7,2.65,2.75,3.0,2.38,2.88,2.75,2.5,2.9,2.62,2.5,1.45,2.45,1.41,2.45,0.5,1.74,2.1,0.25,1.7,2.2,0.25,,,,,,,,,
F1,2005-03-05,Istres,Bordeaux,0,1,A,0,0,D,2.7,2.87,2.5,2.9,2.85,2.45,2.7,2.8,2.6,2.7,2.6,2.7,2.8,2.75,2.5,2.75,2.75,2.6,2.9,2.75,2.4,1.45,2.45,1.37,2.6,0.5,1.94,1.9,0.0,2.1,1.8,0.0,,,,,,,,,
F1,2005-03-05,Lens,Auxerre,3,1,H,1,0,H,2.3,2.87,3.0,2.35,2.9,3.0,2.25,2.9,3.1,2.2,2.9,3.0,2.2,3.0,3.0,2.3,2.88,3.0,2.15,2.8,3.3,1.55,2.2,4.7,1.08,-1.5,2.06,1.78,-0.25,2.05,1.85,-0.25,,,,,,,,,
F1,2005-03-05,Monaco,Metz,0,0,D,0,0,D,1.53,3.25,6.5,1.45,3.5,8.0,1.5,3.5,6.15,1.55,3.4,5.0,1.44,3.4,7.5,1.5,3.4,6.5,1.53,3.25,6.0,1.71,2.0,2.42,1.4,-1.5,1.96,1.88,-1.0,1.925,1.975,-1.0,,,,,,,,,
F1,2005-03-05,Paris SG,Nantes,1,0,H,0,0,D,1.8,3.0,4.33,1.7,3.0,5.5,1.8,3.0,4.4,1.85,2.9,4.0,1.73,2.88,5.0,1.8,3.1,5.0,1.72,2.9,5.0,1.6,2.1,3.3,1.21,-1.5,2.1,1.74,-0.75,2.1,1.8,-0.75,,,,,,,,,
F1,2005-03-05,Rennes,Sochaux,3,0,H,2,0,H,2.1,2.87,3.4,2.05,3.0,3.6,2.0,2.8,3.9,1.9,2.9,3.8,1.91,3.2,3.5,2.0,2.88,3.75,1.83,3.0,4.0,1.6,2.1,3.9,1.15,-1.5,2.0,1.84,-0.5,2.075,1.825,-0.5,,,,,,,,,
F1,2005-03-05,Strasbourg,Ajaccio,1,0,H,1,0,H,1.8,3.0,4.33,1.75,3.05,5.0,1.8,2.95,4.5,1.75,3.0,4.4,1.8,3.0,4.33,1.75,3.0,4.75,1.8,2.9,4.5,1.6,2.1,3.3,1.21,-1.5,1.8,2.04,-0.5,1.8,2.1,-0.5,,,,,,,,,
F1,2005-03-05,Toulouse,Nice,1,0,H,1,0,H,1.8,3.0,4.33,1.7,3.3,5.0,1.75,3.0,4.8,1.75,3.1,4.2,1.73,2.88,5.0,1.73,3.0,5.0,1.72,3.0,4.8,1.6,2.1,3.15,1.23,-1.5,1.8,2.04,-0.5,1.825,2.075,-0.5,,,,,,,,,
F1,2005-03-06,St Etienne,Marseille,2,0,H,1,0,H,2.62,2.87,2.6,2.75,2.85,2.6,2.7,2.7,2.65,2.6,2.8,2.6,2.62,2.88,2.5,2.75,2.8,2.75,2.7,2.62,2.7,1.6,2.1,1.35,2.65,0.5,1.88,1.96,0.0,1.9,2.0,0.0,,,,,,,,,
F1,2005-03-12,Ajaccio,Paris SG,1,0,H,1,0,H,2.87,2.87,2.37,3.2,2.75,2.35,2.8,2.8,2.5,2.6,2.8,2.6,2.9,2.75,2.4,2.8,2.7,2.6,2.7,2.7,2.6,2.3,1.5,1.4,2.5,0.5,1.98,1.86,0.0,2.025,1.875,0.0,,,,,,,,,
F1,2005-03-12,Bordeaux,St Etienne,2,0,H,1,0,H,2.1,2.8,3.5,2.1,2.65,4.0,2.1,2.8,3.5,2.1,2.7,3.5,2.0,2.7,4.0,2.05,2.8,3.75,2.15,2.7,3.5,2.2,1.55,2.1,1.56,-0.5,1.78,2.06,-0.25,1.9,2.0,-0.25,,,,,,,,,
F1,2005-03-12,Lyon,Istres,2,1,H,1,1,D,1.3,4.0,10.0,1.2,5.0,15.0,1.3,4.1,9.5,1.3,4.2,8.0,1.25,4.5,10.0,1.3,4.2,9.0,1.28,4.0,10.0,1.9,1.75,1.92,1.65,-1.5,2.12,1.72,-1.5,2.15,1.75,-1.5,,,,,,,,,
F1,2005-03-12,Marseille,Lens,2,1,H,1,1,D,1.72,3.0,5.0,1.75,3.0,5.0,1.7,3.1,5.0,1.75,3.0,4.4,1.7,3.2,4.5,1.73,3.2,5.2,1.7,3.0,5.0,2.2,1.55,1.7,1.91,-0.5,2.04,1.8,-0.75,2.075,1.825,-0.75,,,,,,,,,
F1,2005-03-12,Metz,Rennes,1,1,D,1,1,D,2.2,2.75,3.4,2.15,2.75,3.65,2.15,2.8,3.4,2.1,2.8,3.3,2.0,3.0,3.4,2.2,2.8,3.25,2.15,2.75,3.4,2.3,1.5,2.15,1.54,-0.5,1.84,2.0,-0.25,1.875,2.025,-0.25,,,,,,,,,
F1,2005-03-12,Nantes,Caen,2,0,H,1,0,H,1.8,2.8,5.0,1.7,3.0,5.5,1.8,2.85,4.7,1.8,2.8,4.4,1.7,3.0,5.0,1.8,2.88,4.75,1.8,2.9,4.5,2.2,1.55,1.8,1.77,-0.5,1.72,2.12,-0.5,1.75,2.15,-0.5,,,,,,,,,
F1,2005-03-12,Nice,Strasbourg,0,0,D,0,0,D,1.9,2.8,4.2,1.95,2.75,4.4,1.9,2.8,4.2,1.9,2.9,3.8,1.9,2.9,4.0,1.91,2.8,4.2,1.9,2.75,4.2,2.0,1.65,1.9,1.68,-0.5,2.02,1.82,-0.5,1.725,2.175,-0.25,,,,,,,,,
F1,2005-03-12,Sochaux,Bastia,1,0,H,1,0,H,1.72,3.0,5.0,1.6,3.25,6.0,1.7,3.0,5.1,1.65,3.1,4.8,1.67,3.1,5.0,1.7,3.1,5.0,1.7,3.0,5.0,2.1,1.6,1.7,1.89,-0.5,2.06,1.78,-0.75,2.1,1.8,-0.75,,,,,,,,,
F1,2005-03-13,Auxerre,Monaco,2,2,D,0,1,A,2.37,2.75,3.0,2.45,2.9,2.85,2.4,2.75,3.0,2.4,2.7,2.9,2.38,3.0,2.75,2.4,2.8,3.25,2.4,2.75,2.9,2.2,1.55,2.4,1.43,-0.5,2.1,1.74,-0.25,1.75,2.15,0.0,,,,,,,,,
F1,2005-03-13,Lille,Toulouse,1,1,D,0,0,D,1.8,3.0,4.33,1.8,2.9,5.0,1.8,3.0,4.5,1.85,2.8,4.2,1.8,3.2,4.0,1.8,3.0,4.33,1.83,2.87,4.33,2.45,1.45,1.8,1.8,-0.5,1.82,2.02,-0.5,1.85,2.05,-0.5,,,,,,,,,
F1,2005-03-16,Sochaux,Metz,2,1,H,1,1,D,1.83,2.87,4.33,1.9,3.0,4.15,1.85,2.9,4.3,1.75,3.0,4.4,1.8,2.88,4.5,1.83,3.0,4.2,1.8,2.9,4.5,2.25,1.55,1.85,1.73,-0.5,,,,1.725,2.175,-0.5,,,,,,,,,
F1,2005-03-16,St Etienne,Ajaccio,3,0,H,0,0,D,1.72,2.87,5.0,1.65,3.0,6.25,1.65,3.2,5.0,1.6,3.3,4.8,1.73,2.88,5.0,1.67,3.2,5.0,1.61,3.1,5.5,2.25,1.55,1.65,1.95,-0.5,,,,1.85,2.05,-0.75,,,,,,,,,
F1,2005-03-16,Strasbourg,Monaco,0,0,D,0,0,D,3.0,2.87,2.25,2.8,2.9,2.5,2.85,2.8,2.45,2.7,2.8,2.5,2.75,3.0,2.38,2.88,2.88,2.38,2.8,2.75,2.5,2.15,1.6,1.41,2.45,0.5,,,,1.8,2.1,0.25,,,,,,,,,
F1,2005-03-19,Bastia,Metz,1,0,H,0,0,D,2.1,2.75,3.6,2.1,2.9,3.5,2.1,2.8,3.6,2.2,2.7,3.2,2.0,2.88,3.6,2.05,2.8,3.75,2.1,2.8,3.4,2.45,1.45,2.1,1.58,-0.5,1.74,2.1,-0.25,1.7,2.2,-0.25,,,,,,,,,
F1,2005-03-19,Caen,Rennes,2,2,D,0,0,D,2.3,2.8,3.1,2.4,2.85,3.0,2.35,2.75,3.1,2.4,2.7,2.9,2.2,2.9,3.1,2.3,2.8,3.1,2.25,2.75,3.2,2.3,1.5,2.35,1.46,-0.5,1.98,1.86,-0.25,2.025,1.875,-0.25,,,,,,,,,
F1,2005-03-19,Istres,Nice,1,1,D,0,1,A,2.4,2.75,3.0,2.55,2.85,2.85,2.4,2.8,2.95,2.5,2.7,2.8,2.5,2.8,2.75,2.4,2.88,2.88,2.5,2.75,2.8,2.6,1.4,2.4,1.44,-0.5,1.96,1.88,-0.25,2.1,1.8,-0.25,,,,,,,,,
F1,2005-03-19,Lens,Bordeaux,2,0,H,1,0,H,2.0,2.87,3.75,2.15,2.7,3.75,2.05,2.8,3.75,2.0,2.8,3.6,2.0,2.88,3.6,2.05,2.8,3.75,2.0,2.8,3.75,2.2,1.55,2.05,1.6,-0.5,1.74,2.1,-0.25,1.8,2.1,-0.25,,,,,,,,,
F1,2005-03-19,Nantes,Ajaccio,0,0,D,0,0,D,1.72,3.0,5.0,1.8,3.0,4.65,1.8,3.0,4.5,1.7,3.0,4.6,1.8,2.88,4.5,1.73,3.0,5.0,1.72,3.0,4.8,2.2,1.55,1.8,1.8,-0.5,1.72,2.12,-0.5,1.775,2.125,-0.5,,,,,,,,,
F1,2005-03-19,Strasbourg,Lyon,0,1,A,0,0,D,3.8,2.9,2.1,3.5,2.75,2.2,3.5,2.8,2.15,3.2,2.7,2.2,3.4,2.8,2.1,3.75,2.88,2.15,3.3,2.8,2.15,2.1,1.6,1.56,2.15,0.5,2.08,1.76,0.25,2.05,1.85,0.25,,,,,,,,,
F1,2005-03-19,Toulouse,Sochaux,0,0,D,0,0,D,1.9,2.8,4.2,1.9,3.0,4.1,1.95,2.9,4.0,1.9,2.9,3.8,1.91,3.0,3.75,1.91,2.9,4.0,1.83,3.0,4.0,2.2,1.55,1.95,1.68,-0.5,2.0,1.84,-0.5,2.025,1.875,0.5,,,,,,,,,
F1,2005-03-20,Monaco,Marseille,2,1,H,2,0,H,2.2,2.8,3.75,2.0,3.0,3.75,2.15,2.75,3.55,2.2,2.7,3.2,2.1,3.0,3.2,2.2,3.0,3.4,2.1,2.8,3.4,2.0,1.65,2.15,1.55,-0.5,1.82,2.02,-0.25,1.85,2.05,-0.25,,,,,,,,,
F1,2005-03-20,Paris SG,Auxerre,1,0,H,1,0,H,2.2,2.87,3.2,2.35,2.9,3.0,2.2,2.75,3.4,2.1,2.8,3.3,2.1,2.88,3.4,2.2,2.88,3.2,2.1,2.8,3.4,2.0,1.65,2.2,1.52,-0.5,1.86,1.98,-0.25,1.9,2.0,-0.25,,,,,,,,,
F1,2005-03-20,St Etienne,Lille,0,0,D,0,0,D,2.37,2.75,3.0,2.35,2.8,3.15,2.3,2.75,3.2,2.3,2.7,3.0,2.25,2.75,3.2,2.25,2.8,3.2,2.15,2.75,3.4,2.2,1.55,2.3,1.48,-0.5,1.98,1.86,-0.25,2.05,1.85,-0.25,,,,,,,,,
F1,2005-04-02,Ajaccio,Monaco,3,0,H,3,0,H,3.1,2.75,2.3,3.5,2.85,2.15,3.6,2.5,2.3,3.1,2.8,2.2,3.2,3.0,2.1,3.25,2.75,2.25,3.2,2.62,2.3,2.45,1.45,1.48,2.3,0.5,1.98,1.86,0.25,1.975,1.925,0.25,,,,,,,,,
F1,2005-04-02,Auxerre,Nantes,2,1,H,0,0,D,1.72,3.0,4.75,1.65,3.05,6.0,1.73,3.0,5.0,1.65,3.2,4.6,1.7,3.0,5.0,1.75,3.0,4.75,1.66,3.1,5.0,2.2,1.55,1.73,1.88,-0.5,1.96,1.88,-0.75,1.95,1.95,-0.75,,,,,,,,,
F1,2005-04-02,Bordeaux,Strasbourg,0,2,A,0,0,D,1.8,2.87,4.5,1.85,2.75,5.0,1.75,2.9,5.1,1.8,2.8,4.4,1.7,2.8,5.5,1.73,3.0,5.0,1.8,2.7,5.0,2.2,1.55,1.75,1.85,-0.5,1.78,2.06,-0.5,1.75,2.15,-0.5,,,,,,,,,
F1,2005-04-02,Lille,Istres,8,0,H,5,0,H,1.44,3.5,7.0,1.5,3.4,7.0,1.5,3.3,7.0,1.5,3.4,5.6,1.4,3.6,7.5,1.5,3.4,6.5,1.5,3.2,7.0,2.1,1.6,1.5,2.24,-0.5,,,,2.05,1.85,-1.0,,,,,,,,,
F1,2005-04-02,Lyon,Lens,1,0,H,0,0,D,1.5,3.4,6.0,1.45,3.5,8.0,1.5,3.45,6.5,1.55,3.4,5.0,1.57,3.2,6.0,1.53,3.4,7.5,1.53,3.1,6.5,2.0,1.65,1.5,2.25,-0.5,2.08,1.76,-1.0,2.175,1.725,-1.0,,,,,,,,,
F1,2005-04-02,Metz,Toulouse,0,1,A,0,1,A,2.4,2.7,3.0,2.35,2.9,3.0,2.35,2.7,3.15,2.3,2.7,3.0,2.38,3.0,2.75,2.38,2.7,3.1,2.3,2.62,3.2,2.3,1.5,2.35,1.45,-0.5,1.92,1.92,-0.25,2.05,1.85,-0.25,,,,,,,,,
F1,2005-04-02,Nice,St Etienne,2,0,H,2,0,H,2.37,2.7,3.0,2.3,2.8,3.25,2.3,2.75,3.2,2.3,2.6,3.1,2.1,2.75,3.5,2.3,2.7,3.2,2.3,2.62,3.2,2.2,1.55,2.3,1.48,-0.5,1.98,1.86,-0.25,1.95,1.95,-0.25,,,,,,,,,
F1,2005-04-02,Rennes,Bastia,1,0,H,1,0,H,1.61,3.2,5.5,1.6,3.0,7.0,1.62,3.2,5.5,1.5,3.4,5.6,1.62,3.25,5.0,1.62,3.2,5.5,1.5,3.3,6.5,2.2,1.55,1.62,2.02,-0.5,1.8,2.04,-0.75,1.775,2.125,-0.75,,,,,,,,,
F1,2005-04-02,Sochaux,Caen,1,0,H,0,0,D,1.61,3.25,5.0,1.65,3.05,6.0,1.67,3.1,5.25,1.65,3.2,4.6,1.67,3.2,5.0,1.67,3.2,5.0,1.61,3.1,5.5,2.1,1.6,1.67,1.95,-0.5,1.9,1.94,-0.75,1.9,2.0,-0.75,,,,,,,,,
F1,2005-04-03,Marseille,Paris SG,1,1,D,0,0,D,1.83,3.0,4.2,1.8,3.1,4.5,1.8,3.0,4.5,1.85,2.8,4.2,1.7,3.2,4.5,1.83,3.1,4.75,1.72,3.1,4.5,2.1,1.6,1.8,1.8,-0.5,1.84,2.0,-0.5,1.95,1.95,-0.5,,,,,,,,,
F1,2005-04-09,Caen,Metz,0,1,A,0,0,D,2.25,2.75,3.25,2.25,2.8,3.35,2.2,2.8,3.3,2.1,2.7,3.5,2.0,2.88,3.6,2.2,2.9,3.3,2.0,2.8,3.75,2.3,1.5,2.2,1.51,-0.5,1.82,2.02,-0.25,1.85,2.05,-0.25,,,,,,,,,
F1,2005-04-09,Istres,Sochaux,2,0,H,0,0,D,3.25,2.75,2.25,3.3,2.85,2.2,3.3,2.8,2.2,2.9,2.8,2.3,3.2,2.8,2.2,3.2,2.8,2.3,3.0,2.8,2.3,2.3,1.5,1.51,2.2,0.5,,,,1.9,2.0,0.25,,,,,,,,,
F1,2005-04-09,Lens,Nice,0,0,D,0,0,D,1.72,3.0,4.5,1.8,2.8,5.25,1.78,2.95,4.75,1.7,3.0,4.6,1.73,2.88,5.0,1.75,3.1,4.75,1.8,2.9,4.5,2.2,1.55,1.78,1.82,-0.5,1.76,2.08,-0.5,1.8,2.1,-0.5,,,,,,,,,
F1,2005-04-09,Nantes,Lyon,2,2,D,1,1,D,3.0,2.75,2.37,3.25,2.8,2.3,3.3,2.75,2.25,2.6,2.8,2.6,3.0,3.0,2.2,3.2,2.8,2.3,3.0,2.8,2.3,2.35,1.5,1.5,2.25,0.5,1.8,2.04,0.25,1.75,2.15,0.25,,,,,,,,,
F1,2005-04-09,Paris SG,Bordeaux,1,1,D,1,0,H,1.8,3.0,4.33,1.8,2.8,5.25,1.8,2.85,4.9,1.8,2.8,4.4,1.8,2.88,4.5,1.83,2.88,4.75,1.8,2.9,4.5,2.2,1.55,1.8,1.8,-0.5,1.82,2.02,-0.5,1.9,2.0,-0.5,,,,,,,,,
F1,2005-04-09,St Etienne,Bastia,3,0,H,1,0,H,1.66,3.2,5.0,1.65,3.0,6.25,1.65,3.05,5.6,1.65,3.0,5.0,1.67,3.1,5.0,1.67,3.2,5.25,1.57,3.3,5.5,2.35,1.5,1.65,1.97,-0.5,1.96,1.88,-0.75,2.0,1.9,-0.75,,,,,,,,,
F1,2005-04-09,Strasbourg,Marseille,1,0,H,0,0,D,2.62,2.87,2.6,3.1,2.9,2.3,2.8,2.95,2.4,2.8,2.7,2.5,2.88,3.0,2.25,2.75,2.88,2.6,2.75,2.8,2.5,2.2,1.55,1.44,2.4,0.5,2.02,1.82,0.0,2.0,1.9,0.0,,,,,,,,,
F1,2005-04-09,Toulouse,Rennes,0,2,A,0,1,A,1.83,3.0,4.2,1.9,2.8,4.6,1.85,2.85,4.5,1.85,2.8,4.2,1.73,2.88,5.0,1.83,2.88,4.75,1.72,3.1,4.5,2.3,1.5,1.85,1.74,-0.5,1.96,1.88,-0.5,1.95,1.95,-0.5,,,,,,,,,
F1,2005-04-10,Ajaccio,Auxerre,4,3,H,2,1,H,2.6,2.87,2.62,2.6,2.75,2.85,2.6,2.75,2.75,2.3,2.8,2.9,2.4,2.88,2.75,2.6,2.88,2.7,2.25,2.8,3.1,2.3,1.5,2.6,1.38,-0.5,1.72,2.12,0.0,1.75,2.15,0.0,,,,,,,,,
F1,2005-04-16,Bastia,Toulouse,2,1,H,1,0,H,2.3,2.75,3.2,2.2,2.85,3.35,2.25,2.75,3.2,2.2,2.9,3.0,2.25,2.88,3.0,2.15,2.88,3.3,2.25,2.87,3.0,2.3,1.5,2.1,1.55,-0.5,,,,1.75,2.15,-0.25,,,,,,,,,
F1,2005-04-16,Bordeaux,Nantes,0,2,A,0,1,A,1.9,2.8,4.2,2.0,2.65,4.5,1.9,2.85,4.1,2.0,2.7,3.8,1.8,2.88,4.5,1.91,2.9,4.0,1.9,2.75,4.2,2.2,1.55,1.9,1.68,-0.5,2.0,1.84,-0.5,2.1,1.8,-0.5,,,,,,,,,
F1,2005-04-16,Lille,Lens,2,1,H,1,1,D,1.83,2.87,4.5,1.85,3.0,4.4,1.8,2.9,4.7,1.75,3.0,4.4,1.8,3.0,4.33,1.8,3.0,4.5,1.8,2.9,4.5,2.2,1.55,1.8,1.79,-0.5,1.96,1.88,-0.5,2.0,1.9,-0.5,,,,,,,,,
F1,2005-04-16,Marseille,Ajaccio,1,2,A,0,1,A,1.5,3.6,7.5,1.5,3.4,7.0,1.5,3.4,6.5,1.5,3.5,5.4,1.44,3.4,7.5,1.5,3.75,7.0,1.5,3.2,7.0,2.0,1.65,1.5,2.23,-0.5,2.0,1.84,-1.0,2.0,1.9,-1.0,,,,,,,,,
F1,2005-04-16,Metz,Istres,2,1,H,1,0,H,1.66,3.2,5.0,1.8,3.0,4.75,1.7,3.0,5.0,1.75,3.0,4.4,1.6,3.2,5.5,1.67,3.2,5.0,1.66,3.1,5.0,2.2,1.55,1.7,1.88,-0.5,,,,2.0,1.9,-0.75,,,,,,,,,
F1,2005-04-16,Nice,Caen,0,1,A,0,0,D,1.8,2.87,4.5,1.8,2.8,5.25,1.8,2.9,4.7,1.8,2.8,4.4,1.8,2.88,4.5,1.75,3.0,4.75,1.8,2.9,4.5,2.2,1.55,1.8,1.79,-0.5,1.76,2.08,-0.5,1.775,2.125,-0.5,,,,,,,,,
F1,2005-04-16,Rennes,St Etienne,2,2,D,1,1,D,1.72,2.9,5.0,1.8,2.9,5.0,1.8,2.9,4.7,1.7,3.0,4.6,1.7,3.0,5.0,1.75,3.0,4.75,1.72,3.0,4.8,2.0,1.65,1.8,1.79,-0.5,1.74,2.1,-0.5,1.725,2.175,-0.5,,,,,,,,,
F1,2005-04-16,Sochaux,Monaco,1,1,D,1,1,D,2.5,2.87,2.7,2.65,2.9,2.65,2.5,2.75,2.8,2.5,2.7,2.8,2.38,2.88,2.8,2.5,2.8,2.8,2.5,2.75,2.8,2.1,1.6,2.5,1.39,-0.5,1.74,2.1,0.0,1.775,2.125,0.0,,,,,,,,,
F1,2005-04-17,Auxerre,Strasbourg,0,0,D,0,0,D,1.66,3.2,5.0,1.6,3.25,6.0,1.65,3.15,5.0,1.65,3.2,4.6,1.6,3.2,5.5,1.67,3.2,5.0,1.7,3.0,5.0,2.0,1.65,1.65,1.93,-0.5,1.82,2.02,-0.75,1.85,2.05,-0.75,,,,,,,,,
F1,2005-04-17,Lyon,Paris SG,0,1,A,0,1,A,1.66,3.2,6.0,1.6,3.25,6.0,1.6,3.2,5.5,1.65,3.2,4.6,1.6,3.2,5.5,1.62,3.4,6.0,1.57,3.3,5.5,2.1,1.6,1.6,2.02,-0.5,2.06,1.78,-0.75,2.1,1.8,-0.75,,,,,,,,,
