Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
F1,2000-08-26,Strasbourg,Sedan,3,2,H,1,1,D,2.45,3.1,2.6,2.1,2.9,2.9,,,,2.5,3.0,2.6,2.55,2.8,2.7
F1,2000-08-26,Toulouse,Nantes,1,1,D,0,1,A,2.45,3.1,2.6,2.7,2.9,2.2,,,,2.75,3.0,2.3,2.8,3.0,2.3
F1,2000-08-27,Auxerre,St Etienne,4,3,H,0,1,A,1.9,3.1,3.8,1.8,3.0,3.5,,,,2.0,3.2,3.3,1.95,3.1,3.5
F1,2000-08-27,Paris SG,Bastia,3,1,H,2,0,H,1.45,3.65,5.9,1.45,3.5,5.0,,,,1.44,3.6,7.0,1.45,3.6,6.5
F1,2000-09-05,Monaco,Marseille,0,2,A,0,0,D,1.8,3.1,4.0,1.65,3.1,4.0,,,,1.75,3.2,4.33,1.75,3.1,4.4
F1,2000-09-06,Bastia,Lille,1,0,H,0,0,D,1.66,3.2,4.4,1.7,3.1,3.8,,,,1.73,3.25,4.33,1.7,3.25,4.3
F1,2000-09-06,Guingamp,Toulouse,2,1,H,0,1,A,2.15,3.0,3.1,2.1,2.8,3.0,,,,2.2,3.0,3.0,2.0,3.0,3.45
F1,2000-09-06,Lens,Auxerre,1,0,H,1,0,H,1.75,3.2,4.1,1.7,3.1,3.8,,,,1.8,3.25,4.0,1.7,3.2,4.5
F1,2000-09-06,Metz,Strasbourg,1,0,H,0,0,D,1.71,3.0,4.9,1.7,3.1,3.8,,,,1.62,3.3,5.0,1.7,3.15,4.6
F1,2000-09-06,Nantes,Bordeaux,0,5,A,0,2,A,1.95,3.2,3.4,1.9,2.9,3.2,,,,1.9,3.25,3.5,1.9,3.1,3.65
F1,2000-09-06,St Etienne,Lyon,2,2,D,1,2,A,2.0,3.0,3.45,2.1,2.8,3.0,,,,2.1,3.2,3.1,2.25,2.8,3.1
F1,2000-09-06,Troyes,Paris SG,5,3,H,1,2,A,3.1,3.0,2.15,2.9,2.9,2.1,,,,3.0,3.0,2.2,3.15,2.85,2.2
