Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
F1,2001-12-08,Guingamp,Lens,1,0,H,0,0,D,2.75,2.9,2.45,2.6,2.8,2.6,2.6,3.2,2.37,2.7,3.0,2.38,2.8,2.88,2.38,2.7,3.0,2.37
F1,2001-12-08,Marseille,Lorient,3,2,H,1,1,D,1.57,3.45,5.25,1.6,3.2,5.0,1.57,3.25,5.5,1.5,3.5,6.0,1.5,3.4,6.0,1.53,3.25,6.0
F1,2001-12-08,Nantes,Montpellier,1,2,A,0,0,D,1.8,3.15,4.1,1.8,3.0,4.0,1.8,3.2,4.0,1.75,3.1,4.33,1.8,3.1,4.0,1.66,3.3,4.5
F1,2001-12-08,Sedan,Rennes,0,0,D,0,0,D,1.95,3.1,3.55,1.8,3.1,3.8,2.1,3.0,3.2,1.91,3.0,3.75,2.1,3.0,3.2,1.9,3.0,3.75
F1,2001-12-09,Lille,Sochaux,1,2,A,1,1,D,1.6,3.3,5.3,1.65,3.2,4.6,1.57,3.25,5.5,1.57,3.3,5.5,1.62,3.25,5.0,1.57,3.5,5.0
F1,2001-12-09,Lyon,Bordeaux,1,0,H,0,0,D,1.85,3.1,3.95,1.85,3.1,3.6,1.83,3.0,4.0,1.8,3.1,4.0,1.83,3.0,4.0,1.8,3.0,4.2
F1,2001-12-09,Metz,Paris SG,0,2,A,0,0,D,2.6,2.85,2.65,2.5,3.0,2.5,2.5,3.2,2.5,2.5,3.0,2.6,2.5,2.88,2.62,2.5,2.9,2.62
F1,2001-12-18,Bordeaux,Marseille,0,0,D,0,0,D,1.75,3.2,4.3,1.75,3.1,4.2,1.67,3.25,4.5,1.73,3.1,4.5,1.73,3.1,4.5,1.72,3.1,4.5
F1,2001-12-18,Lens,Nantes,3,0,H,0,0,D,1.6,3.4,5.1,1.7,3.2,4.2,1.57,3.25,5.5,1.57,3.4,5.2,1.57,3.4,5.0,1.57,3.5,5.0
F1,2001-12-19,Bastia,Guingamp,3,0,H,0,0,D,1.85,3.2,3.8,1.9,3.1,3.5,1.91,3.25,3.4,1.85,3.1,3.8,1.83,3.1,3.75,1.83,3.2,3.75
F1,2001-12-19,Lorient,Lille,2,4,A,1,2,A,2.9,3.0,2.3,2.9,2.8,2.3,3.0,3.0,2.2,2.9,2.9,2.3,2.8,2.9,2.38,2.87,3.0,2.25
F1,2001-12-19,Paris SG,Auxerre,0,0,D,0,0,D,1.95,3.0,3.7,1.9,3.0,3.6,2.0,3.0,3.4,2.05,2.88,3.5,1.9,2.9,3.75,2.0,2.87,3.6
F1,2001-12-19,Rennes,Sochaux,1,1,D,1,0,H,2.1,3.0,3.25,2.1,2.9,3.2,2.1,3.2,3.0,2.1,3.0,3.2,2.2,3.0,2.9,2.1,3.0,3.2
F1,2001-12-19,Sedan,Lyon,2,1,H,1,1,D,2.8,3.1,2.3,2.7,2.9,2.4,3.0,3.2,2.1,3.0,2.9,2.25,2.8,3.0,2.25,2.87,3.0,2.25
F1,2001-12-21,Marseille,Lens,1,2,A,1,1,D,2.35,3.0,2.8,2.3,2.8,2.9,2.37,2.87,2.8,2.38,2.88,2.8,2.4,2.88,2.75,2.37,2.87,2.8
F1,2001-12-22,Guingamp,Sedan,1,2,A,1,0,H,1.9,3.1,3.75,2.0,2.9,3.4,1.91,3.0,3.75,1.8,3.1,4.0,1.83,3.2,3.75,1.9,3.0,3.75
F1,2001-12-22,Monaco,Rennes,3,1,H,1,0,H,1.75,3.15,4.4,1.75,3.2,4.0,1.8,3.2,4.0,1.73,3.1,4.5,1.67,3.1,5.0,1.72,3.1,4.5
F1,2001-12-22,Nantes,Troyes,1,0,H,0,0,D,2.15,3.0,3.15,2.0,2.9,3.4,2.2,3.0,3.0,2.1,3.2,3.0,2.25,2.88,3.0,2.2,3.0,3.0
F1,2001-12-22,Sochaux,Paris SG,0,2,A,0,2,A,2.45,2.9,2.75,2.4,2.8,2.8,2.25,3.0,3.0,2.4,2.88,2.75,2.3,2.8,3.0,2.3,2.8,3.0
F1,2002-01-05,Bastia,Nantes,0,2,A,0,1,A,2.0,3.1,3.4,2.0,3.0,3.3,2.0,3.0,3.4,2.0,3.0,3.4,2.0,3.2,3.2,2.0,3.2,3.2
F1,2002-01-05,Bordeaux,Rennes,2,1,H,1,1,D,1.55,3.45,5.5,1.55,3.4,5.0,1.61,3.25,5.0,1.57,3.4,5.2,1.57,3.25,5.5,1.61,3.3,5.0
F1,2002-01-05,Guingamp,Lyon,2,4,A,1,0,H,2.68,3.0,2.45,2.8,2.9,2.3,2.75,3.2,2.25,2.7,3.0,2.38,2.88,2.9,2.3,2.62,3.1,2.37
F1,2002-01-05,Lorient,Sochaux,1,1,D,0,0,D,2.62,2.9,2.57,2.5,2.9,2.6,2.5,3.2,2.5,2.62,3.0,2.5,2.5,2.9,2.6,2.4,3.1,2.6
F1,2002-01-05,Montpellier,Lille,2,0,H,1,0,H,2.42,2.9,2.7,2.6,2.7,2.7,2.5,2.87,2.62,2.4,3.0,2.7,2.5,2.88,2.62,2.2,3.0,3.0
F1,2002-01-05,Paris SG,Monaco,1,2,A,1,0,H,1.67,3.25,4.8,1.7,3.2,4.2,1.61,3.0,6.0,1.67,3.25,4.6,1.67,3.1,5.0,1.72,3.1,4.5
F1,2002-01-11,Lille,Lens,0,1,A,0,0,D,2.27,3.1,2.83,2.3,2.8,2.9,2.37,3.0,2.75,2.38,2.9,2.8,2.25,2.88,3.0,2.37,2.8,2.87
F1,2002-01-12,Marseille,Bastia,2,2,D,2,0,H,1.7,3.2,4.65,1.65,3.3,4.4,1.8,3.2,4.0,1.67,3.25,4.6,1.73,3.25,4.3,1.66,3.3,4.5
F1,2002-01-12,Monaco,Lorient,1,0,H,0,0,D,1.45,3.7,6.35,1.45,3.8,5.4,1.5,3.6,5.5,1.44,3.5,7.0,1.44,3.6,6.5,1.44,3.5,7.0
F1,2002-01-12,Nantes,Guingamp,2,0,H,0,0,D,1.7,3.3,4.5,1.65,3.3,4.4,1.73,3.2,4.33,1.67,3.3,4.5,1.67,3.25,4.5,1.66,3.3,4.5
F1,2002-01-12,Rennes,Paris SG,1,2,A,0,2,A,2.7,2.9,2.5,2.8,2.9,2.3,2.62,2.87,2.5,2.62,2.88,2.5,2.62,2.88,2.5,2.6,2.8,2.6
F1,2002-01-12,Sochaux,Montpellier,0,1,A,0,1,A,2.0,3.0,3.55,2.0,3.0,3.3,1.91,3.2,3.5,2.1,3.0,3.2,2.1,3.1,3.1,2.1,3.0,3.2
F1,2002-01-16,Auxerre,Lorient,2,2,D,1,0,H,1.4,3.75,7.5,1.35,3.8,7.5,1.4,3.75,7.0,1.4,3.6,7.5,1.36,4.0,7.5,1.4,3.6,7.5
F1,2002-01-16,Lille,Bordeaux,2,2,D,0,1,A,2.2,3.0,3.05,2.1,2.8,3.3,2.1,3.0,3.2,2.2,3.0,3.0,2.1,3.0,3.2,2.2,3.0,3.0
F1,2002-01-16,Lyon,Bastia,0,0,D,0,0,D,1.4,3.75,7.5,1.4,3.7,6.5,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.75,7.0
F1,2002-01-16,Montpellier,Monaco,1,1,D,0,1,A,2.15,3.0,3.15,2.2,2.8,3.1,2.2,3.0,3.0,2.1,3.0,3.2,2.0,3.1,3.3,2.0,3.1,3.3
F1,2002-01-16,Troyes,Metz,2,0,H,0,0,D,1.7,3.25,4.55,1.75,3.1,4.2,1.8,3.2,4.0,1.67,3.25,4.6,1.67,3.25,4.5,1.66,3.3,4.5
F1,2002-01-23,Bastia,Metz,1,2,A,0,2,A,1.7,3.25,4.52,1.7,3.1,4.4,1.67,3.25,4.5,1.67,3.2,4.75,1.73,3.2,4.33,1.66,3.3,4.5
F1,2002-01-23,Bordeaux,Sochaux,0,1,A,0,1,A,1.6,3.2,5.55,1.65,3.1,4.8,1.67,3.2,5.0,1.6,3.2,5.5,1.67,3.1,5.0,1.66,3.1,5.0
F1,2002-01-23,Guingamp,Lille,0,0,D,0,0,D,2.5,2.95,2.65,2.6,2.8,2.6,2.62,2.87,2.5,2.5,2.88,2.7,2.6,2.8,2.6,2.5,2.9,2.62
F1,2002-01-23,Lorient,Rennes,2,0,H,1,0,H,2.1,3.0,3.25,2.2,2.7,3.2,2.1,3.0,3.2,2.1,3.2,3.0,2.0,3.2,3.2,2.2,3.1,2.87
F1,2002-01-23,Lyon,Marseille,4,0,H,4,0,H,1.6,3.25,5.4,1.6,3.2,5.0,1.61,3.25,5.0,1.6,3.2,5.5,1.67,3.25,4.5,1.61,3.1,5.5
F1,2002-01-23,Montpellier,Auxerre,0,0,D,0,0,D,2.05,3.0,3.38,2.2,2.7,3.2,2.2,3.0,3.0,2.1,2.9,3.3,2.1,3.0,3.2,2.0,3.0,3.4
F1,2002-01-23,Sedan,Nantes,0,0,D,0,0,D,2.1,3.0,3.25,2.0,3.0,3.3,2.2,3.2,2.8,2.25,2.9,3.0,2.25,3.0,2.88,2.1,3.0,3.2
F1,2002-01-23,Troyes,Monaco,3,0,H,1,0,H,2.18,3.05,3.02,2.3,2.8,2.9,2.25,2.87,3.0,2.2,3.0,3.0,2.1,3.0,3.2,2.2,3.0,3.0
F1,2002-01-24,Lens,Paris SG,1,1,D,0,0,D,1.98,3.0,3.6,2.1,2.8,3.3,2.1,3.0,3.2,2.1,2.88,3.4,2.0,2.88,3.6,2.0,2.87,3.6
F1,2002-01-26,Troyes,Marseille,1,0,H,0,0,D,2.0,3.1,3.4,2.1,2.9,3.2,2.0,3.2,3.2,1.909,3.1,3.6,2.0,3.1,3.3,1.83,3.0,4.0
F1,2002-01-29,Nantes,Lyon,3,0,H,2,0,H,2.5,3.0,2.65,2.5,2.9,2.6,,,,2.5,3.0,2.6,2.5,2.875,2.625,2.5,2.9,2.62
F1,2002-01-30,Auxerre,Bastia,1,0,H,0,0,D,1.55,3.35,5.8,1.5,3.5,5.4,1.57,3.25,5.5,1.571,3.25,5.5,1.615,3.25,5.0,1.57,3.3,5.5
F1,2002-01-30,Marseille,Sedan,2,1,H,1,0,H,1.73,3.2,4.5,1.9,3.0,3.6,1.8,3.2,4.0,1.727,3.1,4.5,1.727,3.2,4.333,1.72,3.1,4.5
F1,2002-01-30,Metz,Guingamp,2,4,A,1,0,H,1.8,3.2,4.1,1.75,3.2,4.0,1.83,3.0,4.0,1.75,3.1,4.333,1.727,3.2,4.333,1.8,3.1,4.0
F1,2002-01-30,Monaco,Bordeaux,3,1,H,3,1,H,1.97,3.1,3.5,2.1,2.9,3.2,2.25,3.2,2.75,1.909,3.0,3.75,2.0,3.0,3.4,2.0,3.0,3.4
F1,2002-01-30,Paris SG,Lorient,5,0,H,3,0,H,1.45,3.6,6.75,1.35,4.0,7.0,1.4,3.5,8.0,1.444,3.4,7.0,1.4,3.5,8.0,1.5,3.2,7.0
F1,2002-01-30,Rennes,Montpellier,2,0,H,2,0,H,2.27,3.1,2.83,2.2,2.9,3.0,2.37,3.2,2.6,2.375,3.0,2.7,2.5,2.875,2.625,2.3,3.1,2.75
F1,2002-01-30,Sochaux,Lens,0,2,A,0,2,A,2.65,3.1,2.4,2.4,2.9,2.7,2.5,3.2,2.5,2.6,3.0,2.5,2.375,2.9,2.75,2.6,3.1,2.4
F1,2002-02-02,Bastia,Lille,1,0,H,0,0,D,2.45,2.9,2.75,2.4,2.8,2.8,2.4,3.25,2.5,2.3,2.875,3.0,2.375,2.75,2.9,2.2,3.0,3.0
F1,2002-02-02,Bordeaux,Lorient,2,1,H,1,1,D,1.45,3.55,6.85,1.45,3.8,5.4,1.44,3.6,6.5,1.5,3.5,6.0,1.444,3.5,7.0,1.5,3.3,6.5
F1,2002-02-02,Guingamp,Auxerre,0,0,D,0,0,D,2.65,2.95,2.5,2.6,2.8,2.6,2.62,2.87,2.5,2.6,2.875,2.6,2.625,2.875,2.5,2.62,2.9,2.5
F1,2002-02-02,Lens,Monaco,1,0,H,1,0,H,1.65,3.35,4.7,1.7,3.2,4.2,1.73,3.2,4.33,1.615,3.4,5.0,1.667,3.25,4.5,1.66,3.3,4.5
F1,2002-02-02,Lyon,Metz,4,1,H,1,1,D,1.42,3.85,6.55,1.4,3.7,6.4,1.4,3.75,7.0,1.4,3.8,7.0,1.4,3.6,7.5,1.44,3.6,6.5
F1,2002-02-02,Montpellier,Paris SG,0,0,D,0,0,D,2.5,2.9,2.7,2.6,2.8,2.6,2.5,2.87,2.62,2.6,2.875,2.6,2.5,2.8,2.7,2.5,2.8,2.7
F1,2002-02-02,Sedan,Sochaux,2,1,H,1,1,D,2.02,3.05,3.4,1.9,2.9,3.8,2.25,3.2,2.75,2.1,2.875,3.4,2.1,2.9,3.25,1.9,3.0,3.75
F1,2002-02-02,Troyes,Rennes,1,1,D,1,1,D,1.6,3.45,4.95,1.6,3.4,4.6,1.73,3.2,4.33,1.533,3.5,5.5,1.571,3.5,5.0,1.57,3.5,5.0
F1,2002-02-03,Nantes,Marseille,3,1,H,3,1,H,1.85,3.2,3.8,1.8,3.0,4.0,1.91,3.2,3.5,1.833,3.2,3.8,1.8,3.1,4.0,1.8,3.1,4.0
F1,2002-02-06,Auxerre,Lens,1,0,H,0,0,D,2.28,3.15,2.78,2.3,2.9,2.8,2.4,2.87,2.75,2.5,3.0,2.6,2.375,2.875,2.8,2.25,3.1,2.8
F1,2002-02-06,Lille,Sedan,1,1,D,1,1,D,1.71,3.3,4.38,1.75,3.2,4.0,1.67,3.25,4.5,1.727,3.2,4.333,1.727,3.2,4.333,1.72,3.25,4.2
F1,2002-02-06,Lorient,Montpellier,1,0,H,0,0,D,2.35,3.05,2.75,2.3,2.9,2.8,2.37,3.2,2.6,2.4,3.0,2.7,2.4,2.875,2.75,2.4,3.0,2.7
F1,2002-02-06,Marseille,Guingamp,2,1,H,1,1,D,1.62,3.35,4.98,1.7,3.2,4.2,1.67,3.2,5.0,1.667,3.1,5.0,1.667,3.25,4.5,1.61,3.3,5.0
F1,2002-02-06,Metz,Nantes,2,0,H,1,0,H,2.55,3.1,2.5,2.5,3.0,2.5,2.6,3.2,2.37,2.5,3.1,2.5,2.5,3.1,2.5,2.62,3.1,2.37
F1,2002-02-06,Monaco,Bastia,1,1,D,0,1,A,1.58,3.4,5.25,1.55,3.4,5.0,1.67,3.25,4.5,1.615,3.25,5.0,1.615,3.25,5.0,1.57,3.3,5.5
F1,2002-02-06,Rennes,Lyon,2,2,D,2,1,H,2.75,3.1,2.32,2.7,3.0,2.3,2.87,3.0,2.25,2.7,3.0,2.375,2.875,3.1,2.25,2.62,3.1,2.37
F1,2002-02-06,Sochaux,Troyes,2,2,D,1,1,D,2.2,3.1,2.95,2.2,2.9,3.0,2.1,3.2,3.0,2.25,3.1,2.8,2.2,3.2,2.8,2.2,3.1,2.87
F1,2002-02-07,Paris SG,Bordeaux,1,0,H,0,0,D,1.82,3.05,4.15,1.75,3.2,4.0,1.73,3.2,4.33,1.833,3.0,4.0,1.833,3.0,4.0,1.8,3.0,4.2
F1,2002-02-09,Lyon,Troyes,3,1,H,1,1,D,1.55,3.45,5.5,1.55,3.5,4.8,1.57,3.5,5.0,1.533,3.4,5.5,,,,1.61,3.25,5.0
F1,2002-02-09,Metz,Montpellier,0,0,D,0,0,D,2.32,3.05,2.8,2.2,2.9,3.0,2.25,3.4,2.62,2.25,3.0,2.9,,,,2.3,3.1,2.75
F1,2002-02-16,Bastia,Sochaux,3,0,H,1,0,H,2.0,3.0,3.55,2.0,3.0,3.3,2.1,3.2,3.0,1.95,3.0,3.6,,,,1.9,3.1,3.6
F1,2002-02-16,Bordeaux,Montpellier,3,1,H,2,0,H,1.67,3.25,4.75,1.7,3.2,4.2,1.67,3.2,5.0,1.727,3.2,4.333,,,,1.66,3.1,5.0
F1,2002-02-16,Guingamp,Rennes,1,1,D,1,0,H,2.05,3.0,3.4,2.0,2.9,3.4,2.1,3.0,3.2,2.1,3.0,3.2,,,,2.1,3.0,3.2
F1,2002-02-16,Lens,Lorient,1,1,D,1,1,D,1.33,4.2,8.0,1.3,4.2,8.0,1.33,4.0,8.0,1.333,4.0,8.0,,,,1.36,3.75,8.0
F1,2002-02-16,Nantes,Lille,0,1,A,0,0,D,1.9,3.1,3.65,1.9,3.0,3.6,2.0,3.2,3.2,1.909,3.2,3.5,,,,1.83,3.2,3.75
F1,2002-02-16,Sedan,Monaco,0,0,D,0,0,D,2.15,2.95,3.2,1.9,3.0,3.6,2.1,3.0,3.2,2.1,3.0,3.2,,,,2.3,3.0,2.8
F1,2002-02-16,Troyes,Auxerre,1,2,A,0,1,A,2.26,2.9,3.05,2.2,2.8,3.1,2.37,3.0,2.75,2.25,2.9,3.0,,,,2.25,2.87,3.0
F1,2002-02-17,Lyon,Paris SG,3,0,H,0,0,D,1.92,3.0,3.85,1.9,3.0,3.6,1.83,3.0,4.0,1.909,3.0,3.75,,,,1.8,3.0,4.2
F1,2002-02-17,Marseille,Metz,1,0,H,1,0,H,1.65,3.25,5.0,1.7,3.2,4.2,1.67,3.2,5.0,1.667,3.2,4.75,,,,1.66,3.1,5.0
F1,2002-02-23,Auxerre,Nantes,2,1,H,1,1,D,1.72,3.3,4.3,1.7,3.2,4.2,1.73,3.2,4.33,1.7,3.2,4.5,,,,1.8,3.2,4.0
F1,2002-02-23,Lorient,Troyes,1,0,H,0,0,D,2.3,3.1,2.85,2.3,3.0,2.7,2.5,3.2,2.5,2.3,3.1,2.7,2.375,3.0,2.7,2.37,2.87,2.8
F1,2002-02-23,Metz,Bordeaux,1,2,A,1,0,H,2.5,3.0,2.6,2.5,3.0,2.5,2.5,3.2,2.5,2.625,2.875,2.5,2.5,2.9,2.6,2.37,2.87,2.8
F1,2002-02-23,Monaco,Guingamp,3,1,H,2,1,H,1.6,3.3,5.3,1.6,3.4,4.6,1.61,3.25,5.0,1.615,3.3,5.0,1.571,3.25,5.5,1.57,3.3,5.5
F1,2002-02-23,Montpellier,Lens,1,2,A,0,1,A,2.68,2.9,2.5,2.6,2.8,2.6,3.2,3.0,2.1,2.7,2.875,2.5,2.7,2.8,2.5,2.7,2.8,2.5
F1,2002-02-23,Paris SG,Sedan,3,0,H,1,0,H,1.5,3.45,6.2,1.6,3.2,5.0,1.44,3.5,7.0,1.571,3.1,6.0,1.5,3.25,6.5,1.57,3.1,6.0
F1,2002-02-23,Rennes,Bastia,2,1,H,1,1,D,2.05,3.0,3.4,2.0,3.0,3.3,2.1,3.2,3.0,2.1,3.0,3.2,2.1,3.0,3.2,2.0,3.1,3.3
F1,2002-02-24,Lille,Marseille,2,0,H,1,0,H,1.82,3.1,4.08,1.75,3.2,4.0,1.8,3.2,4.0,1.9,3.0,3.75,1.8,3.1,4.0,1.9,3.0,3.75
F1,2002-02-24,Sochaux,Lyon,2,1,H,1,0,H,2.9,3.1,2.2,3.2,2.9,2.1,3.0,3.2,2.1,2.8,2.875,2.375,2.8,2.875,2.375,2.8,3.0,2.3
F1,2002-03-02,Lens,Metz,2,2,D,0,1,A,1.38,4.0,7.1,1.45,3.8,5.4,1.36,3.75,8.0,1.364,3.75,8.0,1.364,4.0,7.0,1.33,4.0,8.0
F1,2002-03-03,Lille,Troyes,1,0,H,0,0,D,1.8,3.1,4.2,1.7,3.2,4.2,1.83,3.2,3.75,1.727,3.2,4.333,1.727,3.1,4.5,1.72,3.1,4.5
F1,2002-03-06,Bastia,Paris SG,0,1,A,0,0,D,2.7,2.9,2.5,2.7,3.0,2.3,,,,2.7,3.0,2.4,2.5,3.1,2.5,2.5,3.1,2.5
F1,2002-03-06,Guingamp,Lorient,4,3,H,1,0,H,2.1,3.0,3.25,1.9,3.0,3.6,,,,2.2,3.0,3.0,2.0,3.1,3.3,2.2,3.1,2.87
F1,2002-03-06,Lens,Rennes,2,0,H,1,0,H,1.45,3.6,6.75,1.4,3.7,6.4,,,,1.444,3.6,6.5,1.4,3.75,7.0,1.5,3.4,6.0
F1,2002-03-06,Lyon,Monaco,1,0,H,0,0,D,1.6,3.3,5.3,1.65,3.3,4.4,,,,1.571,3.3,5.0,1.667,3.25,4.5,1.57,3.5,5.0
F1,2002-03-06,Metz,Lille,0,1,A,0,1,A,2.5,2.9,2.7,2.5,2.9,2.6,,,,2.7,3.0,2.375,2.375,3.0,2.7,2.4,3.0,2.7
F1,2002-03-06,Nantes,Sochaux,0,0,D,0,0,D,1.7,3.3,4.5,1.75,3.2,4.0,,,,1.75,3.2,4.2,1.727,3.2,4.333,1.72,3.2,4.33
F1,2002-03-06,Sedan,Bordeaux,1,0,H,0,0,D,2.4,2.9,2.82,2.3,2.8,2.9,,,,2.5,3.0,2.6,2.4,2.875,2.75,2.37,3.0,2.7
F1,2002-03-06,Troyes,Montpellier,2,0,H,1,0,H,1.8,3.2,4.1,1.8,3.1,3.8,,,,1.909,3.0,4.0,1.8,3.1,4.0,1.9,3.1,3.6
F1,2002-03-10,Auxerre,Bordeaux,0,1,A,0,0,D,1.9,3.1,3.75,1.85,3.0,3.8,1.91,3.0,3.75,1.9,3.1,3.75,1.909,3.1,3.6,1.9,3.1,3.6
F1,2002-03-16,Auxerre,Metz,3,2,H,0,1,A,1.45,3.7,6.4,1.5,3.5,5.4,1.4,3.75,7.0,1.444,3.75,6.5,1.4,3.75,7.0,1.44,3.75,6.0
F1,2002-03-16,Lille,Lyon,2,0,H,1,0,H,2.25,3.0,3.0,2.2,2.9,3.0,2.37,3.0,2.75,2.375,3.0,2.75,2.2,3.0,3.0,2.2,3.1,2.9
F1,2002-03-16,Lorient,Bastia,0,0,D,0,0,D,1.95,3.15,3.5,1.9,3.0,3.6,2.1,3.2,3.0,2.1,3.1,3.2,1.909,3.1,3.6,1.8,3.1,4.0
F1,2002-03-16,Monaco,Nantes,1,2,A,1,1,D,1.9,3.2,3.6,1.75,3.2,4.0,1.8,3.2,4.0,1.9,3.1,3.8,1.909,3.1,3.6,1.9,3.2,3.5
F1,2002-03-16,Montpellier,Sedan,0,0,D,0,0,D,2.05,3.0,3.4,2.2,2.9,3.0,2.0,3.0,3.4,2.0,3.0,3.5,2.0,3.0,3.4,2.1,2.9,3.25
F1,2002-03-16,Paris SG,Troyes,3,1,H,0,1,A,1.53,3.5,5.6,1.55,3.5,4.8,1.57,3.25,5.5,1.615,3.3,5.25,1.615,3.25,5.0,1.57,3.25,5.5
F1,2002-03-16,Rennes,Marseille,2,1,H,0,0,D,2.15,3.0,3.15,2.1,2.9,3.2,2.1,3.2,3.0,2.25,3.0,3.0,2.25,3.0,2.875,2.1,3.0,3.2
F1,2002-03-16,Sochaux,Guingamp,1,0,H,1,0,H,1.75,3.25,4.2,1.75,3.2,4.0,1.8,3.2,4.0,1.727,3.25,4.333,1.667,3.25,4.5,1.72,3.25,4.2
F1,2002-03-17,Bordeaux,Lens,2,1,H,0,0,D,2.4,3.0,2.7,2.2,2.9,3.0,2.37,3.0,2.75,2.375,2.9,2.9,2.3,2.9,2.875,2.3,3.0,2.8
F1,2002-03-23,Bastia,Montpellier,3,0,H,2,0,H,1.86,3.0,4.0,1.85,3.1,3.6,1.8,3.2,4.0,1.909,3.0,3.8,1.833,3.2,3.75,1.8,3.1,4.0
F1,2002-03-23,Guingamp,Paris SG,0,1,A,0,1,A,2.85,2.95,2.35,3.2,2.9,2.1,3.0,3.0,2.2,2.7,3.0,2.4,2.7,3.0,2.375,2.8,2.9,2.37
F1,2002-03-23,Lille,Auxerre,2,3,A,1,2,A,1.98,3.0,3.6,2.0,2.9,3.4,2.0,3.0,3.4,2.0,3.0,3.5,2.1,3.0,3.2,1.9,3.0,3.75
F1,2002-03-23,Lyon,Lorient,2,0,H,0,0,D,1.36,4.0,7.55,1.35,4.0,7.0,1.3,4.0,9.0,1.364,4.0,7.0,1.364,4.0,7.0,1.4,3.6,7.5
F1,2002-03-23,Metz,Sochaux,2,0,H,1,0,H,2.2,3.15,2.9,2.0,3.0,3.3,2.25,3.2,2.75,2.3,3.0,2.8,2.25,3.0,2.875,2.2,3.0,3.0
F1,2002-03-23,Nantes,Rennes,3,1,H,2,1,H,1.75,3.0,4.7,1.8,3.1,3.8,1.8,3.2,4.0,1.75,3.2,4.333,1.667,3.25,4.5,1.72,3.2,4.33
F1,2002-03-23,Sedan,Lens,1,1,D,1,0,H,2.63,2.85,2.56,2.4,2.8,2.8,2.75,3.0,2.35,2.7,2.875,2.5,2.7,3.0,2.375,2.62,2.9,2.5
F1,2002-03-23,Troyes,Bordeaux,2,0,H,0,0,D,2.4,2.9,2.8,2.4,2.8,2.8,2.35,3.2,2.6,2.4,3.0,2.7,2.3,3.0,2.8,2.37,3.0,2.7
F1,2002-03-24,Marseille,Monaco,1,1,D,0,0,D,1.95,2.9,3.85,1.9,3.0,3.6,2.0,3.0,3.4,1.909,3.0,3.8,1.909,3.1,3.6,1.8,3.0,4.2
F1,2002-04-01,Marseille,Auxerre,3,0,H,1,0,H,2.5,2.9,2.7,2.5,2.8,2.7,,,,2.5,3.0,2.6,2.4,2.9,2.75,2.5,3.1,2.5
F1,2002-04-06,Bordeaux,Bastia,2,1,H,2,0,H,1.55,3.35,5.75,1.55,3.5,4.8,1.61,3.25,5.0,1.6,3.25,5.2,,,,1.57,3.3,5.5
F1,2002-04-06,Lens,Troyes,0,0,D,0,0,D,1.4,3.75,7.0,1.4,3.7,6.4,1.44,3.6,6.5,1.444,3.6,6.5,,,,1.44,3.6,6.5
F1,2002-04-06,Lorient,Sedan,1,1,D,0,0,D,2.0,3.15,3.35,2.2,2.9,3.0,2.1,3.0,3.2,2.0,3.0,3.4,,,,2.0,3.0,3.4
F1,2002-04-06,Monaco,Metz,2,2,D,1,1,D,1.65,3.3,4.7,1.9,3.1,3.5,1.61,3.25,5.0,1.75,3.25,4.0,,,,1.8,3.3,3.75
F1,2002-04-06,Montpellier,Guingamp,2,1,H,1,1,D,1.8,3.0,4.4,2.0,2.8,3.5,2.0,3.0,3.4,1.85,3.1,3.8,,,,1.9,2.87,4.0
F1,2002-04-06,Paris SG,Nantes,1,1,D,0,1,A,1.56,3.4,5.5,1.55,3.5,4.8,1.57,3.25,5.5,1.571,3.25,5.5,,,,1.53,3.4,5.5
F1,2002-04-06,Rennes,Lille,4,0,H,1,0,H,2.5,3.0,2.62,2.5,3.0,2.5,2.5,3.2,2.5,2.4,3.0,2.7,,,,2.4,3.1,2.6
F1,2002-04-06,Sochaux,Marseille,3,0,H,2,0,H,2.0,2.9,3.7,2.0,2.8,3.5,2.0,3.2,3.2,2.0,3.0,3.4,,,,1.9,3.0,3.75
F1,2002-04-07,Auxerre,Lyon,0,1,A,0,0,D,2.2,2.95,3.1,2.2,2.9,3.0,2.2,3.0,3.0,2.2,2.875,3.1,,,,2.2,3.0,3.0
F1,2002-04-09,Metz,Sedan,2,3,A,1,0,H,1.8,3.15,4.0,2.0,3.0,3.3,,,,1.909,3.2,3.5,2.0,3.1,3.3,,,
F1,2002-04-12,Marseille,Paris SG,1,0,H,0,0,D,2.62,3.1,2.47,2.6,2.8,2.6,,,,2.7,3.0,2.4,2.7,3.0,2.375,2.62,2.9,2.5
F1,2002-04-13,Auxerre,Sochaux,2,0,H,0,0,D,1.47,3.7,6.0,1.45,3.8,5.4,,,,1.5,3.4,6.0,1.5,3.4,6.0,1.5,3.4,6.0
F1,2002-04-13,Bastia,Lens,3,1,H,0,1,A,2.87,3.2,2.2,3.0,2.9,2.2,,,,2.875,3.1,2.2,2.875,3.1,2.2,2.75,3.1,2.3
F1,2002-04-13,Guingamp,Bordeaux,2,1,H,1,0,H,2.37,3.2,2.62,2.5,3.0,2.5,,,,2.4,3.1,2.6,2.4,3.2,2.5,2.4,3.25,2.5
