Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,SYH,SYD,SYA,WHH,WHD,WHA
I1,2001-12-23,Piacenza,Inter,2,3,A,0,1,A,4.0,3.1,1.85,3.6,3.0,1.9,4.0,3.2,1.8,4.0,3.0,1.85,3.75,3.0,1.91,4.0,2.87,1.9
I1,2001-12-23,Torino,Venezia,1,2,A,0,1,A,1.62,3.2,5.35,1.65,3.3,4.4,1.61,3.25,5.0,1.57,3.2,5.75,1.62,3.25,5.0,1.61,3.1,5.5
I1,2001-12-23,Udinese,Lecce,0,1,A,0,1,A,1.67,3.2,4.9,1.7,3.2,4.2,1.73,3.2,4.33,1.62,3.25,5.25,1.73,3.2,4.33,1.66,3.1,5.0
I1,2002-01-05,Lecce,Milan,0,1,A,0,0,D,3.4,2.95,2.08,3.2,2.9,2.1,3.4,2.8,2.1,3.6,2.88,2.05,3.4,3.0,2.0,3.4,2.8,2.1
I1,2002-01-06,Atalanta,Chievo,1,2,A,1,0,H,2.2,2.95,3.1,2.1,3.0,3.1,2.25,3.0,2.87,2.3,2.9,2.9,2.38,2.88,2.8,2.25,2.87,3.0
I1,2002-01-06,Bologna,Brescia,2,1,H,2,1,H,1.75,3.2,4.3,1.75,3.2,4.0,1.73,3.2,4.33,1.8,3.0,4.33,1.8,3.1,4.0,1.72,3.1,4.5
I1,2002-01-06,Fiorentina,Perugia,1,3,A,1,1,D,1.95,3.05,3.65,1.9,3.0,3.6,1.91,3.2,3.5,2.0,3.0,3.5,1.91,3.1,3.6,2.0,2.87,3.6
I1,2002-01-06,Inter,Lazio,0,0,D,0,0,D,1.9,3.05,3.8,2.0,2.9,3.4,1.91,3.2,3.5,1.91,3.0,3.8,1.83,3.0,4.0,1.9,2.87,4.0
I1,2002-01-06,Juventus,Udinese,3,0,H,3,0,H,1.35,4.0,8.0,1.35,4.0,7.0,1.33,3.75,9.0,1.4,3.75,7.5,1.36,3.75,8.0,1.33,4.0,8.0
I1,2002-01-06,Roma,Torino,1,0,H,1,0,H,1.3,4.4,8.35,1.35,4.0,7.0,1.33,3.75,9.0,1.3,4.33,8.5,1.29,4.33,8.5,1.25,4.5,10.0
I1,2002-01-06,Venezia,Parma,3,4,A,2,3,A,2.65,3.1,2.35,2.8,2.8,2.4,2.75,2.87,2.4,2.8,2.88,2.4,2.62,2.88,2.5,2.8,2.9,2.37
I1,2002-01-06,Verona,Piacenza,1,0,H,0,0,D,1.82,3.1,4.1,1.8,3.0,4.0,1.8,3.2,4.0,1.83,3.0,4.2,1.8,3.0,4.33,1.83,2.87,4.33
I1,2002-01-13,Atalanta,Bologna,2,2,D,2,1,H,2.05,3.1,3.3,2.1,2.9,3.2,2.1,3.0,3.2,2.0,2.9,3.6,2.2,2.88,3.1,2.0,2.9,3.5
I1,2002-01-13,Chievo,Fiorentina,2,2,D,1,1,D,1.44,3.75,6.4,1.5,3.7,5.0,1.44,3.6,6.5,1.44,3.5,7.0,1.5,3.4,6.0,1.44,3.75,6.0
I1,2002-01-13,Milan,Brescia,0,0,D,0,0,D,1.35,4.1,7.6,1.45,3.5,6.0,1.36,3.75,4.5,1.33,4.0,8.0,1.3,4.33,8.0,1.33,4.0,8.0
I1,2002-01-13,Parma,Lecce,1,1,D,0,0,D,1.6,3.3,5.3,1.5,3.5,5.4,1.61,3.25,5.0,1.62,3.25,5.0,1.62,3.25,5.0,1.61,3.3,5.0
I1,2002-01-13,Perugia,Inter,0,2,A,0,0,D,3.6,3.0,2.0,3.3,3.0,2.0,3.75,3.0,1.91,3.5,2.88,2.05,3.75,3.0,1.91,3.6,2.87,2.0
I1,2002-01-13,Piacenza,Lazio,1,0,H,0,0,D,3.3,3.0,2.1,3.2,2.9,2.1,3.5,3.2,1.91,3.4,3.0,2.0,3.4,3.0,2.0,3.1,2.87,2.2
I1,2002-01-13,Roma,Verona,3,2,H,0,1,A,1.33,4.1,8.3,1.35,4.0,7.0,1.3,4.0,9.0,1.3,4.33,8.0,1.3,4.33,8.0,1.36,3.75,8.0
I1,2002-01-13,Torino,Udinese,3,1,H,1,1,D,1.9,3.1,3.6,1.9,3.1,3.5,1.8,3.2,4.0,1.85,3.0,4.0,1.91,3.0,3.8,1.9,3.0,3.75
I1,2002-01-13,Venezia,Juventus,1,2,A,0,1,A,5.65,3.4,1.55,4.6,3.2,1.65,6.0,3.4,1.5,6.0,3.2,1.55,5.0,3.25,1.62,7.0,3.2,1.5
I1,2002-01-19,Brescia,Torino,1,2,A,0,0,D,2.0,2.85,3.7,1.9,3.0,3.6,2.0,3.0,3.4,2.0,3.0,3.5,1.91,2.88,4.0,1.9,2.87,4.0
I1,2002-01-20,Bologna,Chievo,3,1,H,1,0,H,2.2,2.9,3.15,2.2,2.9,3.0,2.25,2.87,3.0,2.2,3.0,3.0,2.2,2.8,3.2,2.2,3.1,2.87
I1,2002-01-20,Fiorentina,Milan,1,1,D,0,0,D,3.2,3.05,2.1,3.1,3.0,2.1,3.2,3.0,2.1,3.2,3.0,2.1,3.2,3.0,2.1,3.1,2.87,2.2
I1,2002-01-20,Inter,Parma,2,0,H,1,0,H,1.4,3.85,7.25,1.55,3.5,4.8,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.75,7.0,1.4,3.75,7.0
I1,2002-01-20,Juventus,Atalanta,3,0,H,2,0,H,1.28,4.5,9.0,1.25,4.5,9.0,1.33,3.75,9.0,1.33,4.0,8.0,1.3,4.33,8.0,1.28,4.0,10.0
I1,2002-01-20,Lazio,Perugia,5,0,H,2,0,H,1.4,3.8,7.2,1.4,3.7,6.4,1.4,3.75,7.0,1.44,3.5,7.0,1.4,3.75,7.0,1.44,3.4,7.0
I1,2002-01-20,Lecce,Piacenza,0,0,D,0,0,D,1.95,2.9,3.85,2.0,2.9,3.4,2.1,2.87,3.4,2.1,2.88,3.4,2.0,2.88,3.6,2.1,2.8,3.4
I1,2002-01-20,Udinese,Roma,1,1,D,0,0,D,3.75,3.3,1.84,3.6,3.0,1.9,4.0,3.2,1.8,3.75,3.2,1.83,4.0,3.0,1.83,4.0,3.0,1.83
I1,2002-01-20,Verona,Venezia,1,0,H,1,0,H,1.55,3.35,5.85,1.5,3.5,5.4,1.57,3.25,5.5,1.6,3.25,5.25,1.5,3.4,6.0,1.5,3.4,6.0
I1,2002-01-26,Parma,Bologna,2,1,H,2,0,H,1.95,3.2,3.5,2.0,2.9,3.4,2.1,3.0,3.2,2.0,2.875,3.6,2.1,3.0,3.2,1.9,3.0,3.75
I1,2002-01-27,Atalanta,Fiorentina,2,0,H,1,0,H,1.9,3.05,3.85,1.85,3.1,3.6,1.83,3.0,4.0,1.909,3.0,3.8,1.909,3.0,3.75,2.0,3.0,3.4
I1,2002-01-27,Chievo,Juventus,1,3,A,0,1,A,3.25,3.1,2.05,3.3,3.0,2.0,3.2,3.0,2.1,3.1,3.0,2.15,3.0,3.0,2.2,3.3,2.87,2.1
I1,2002-01-27,Lecce,Brescia,1,3,A,1,1,D,2.1,3.0,3.3,2.0,2.9,3.4,2.2,3.0,3.0,2.1,3.0,3.25,2.1,2.875,3.3,2.1,2.87,3.3
I1,2002-01-27,Milan,Udinese,2,3,A,2,1,H,1.4,3.85,7.0,1.4,3.7,6.4,1.36,3.75,8.0,1.4,3.75,7.5,1.4,3.75,7.0,1.36,3.75,8.0
I1,2002-01-27,Perugia,Verona,3,1,H,0,1,A,2.05,3.0,3.4,2.0,2.9,3.4,2.0,3.0,3.4,2.05,3.0,3.4,2.1,3.0,3.2,2.1,3.0,3.2
I1,2002-01-27,Roma,Piacenza,2,0,H,1,0,H,1.3,4.4,8.3,1.3,4.2,8.0,1.33,3.75,9.0,1.3,4.333,8.5,1.286,4.333,8.5,1.25,4.5,10.0
I1,2002-01-27,Torino,Lazio,1,0,H,0,0,D,2.9,3.0,2.3,2.8,2.9,2.3,2.8,2.87,2.37,2.8,3.0,2.375,2.8,3.0,2.3,2.8,2.87,2.4
I1,2002-01-27,Venezia,Inter,1,1,D,0,1,A,5.75,3.65,1.5,4.6,3.4,1.6,6.0,3.4,1.5,6.5,3.4,1.5,5.5,3.4,1.533,5.5,3.4,1.53
I1,2002-01-30,Chievo,Lazio,3,1,H,0,1,A,2.25,3.1,2.85,2.4,2.9,2.7,2.25,3.0,2.87,2.375,3.0,2.75,2.375,2.875,2.8,2.37,2.9,2.8
I1,2002-02-02,Inter,Torino,0,0,D,0,0,D,1.33,4.2,7.85,1.4,3.7,6.4,1.4,3.75,7.0,1.4,3.75,7.5,1.333,4.0,8.0,1.3,4.0,9.5
I1,2002-02-03,Bologna,Venezia,1,1,D,0,1,A,1.5,3.5,6.3,1.5,3.5,5.4,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.4,6.0,1.53,3.5,5.5
I1,2002-02-03,Brescia,Parma,1,4,A,0,3,A,2.35,2.9,2.9,2.4,2.8,2.8,2.4,3.0,2.62,2.375,3.0,2.75,2.3,2.8,3.0,2.37,3.0,2.7
I1,2002-02-03,Fiorentina,Roma,2,2,D,2,0,H,4.2,3.2,1.75,3.5,3.1,1.9,3.75,3.0,1.91,3.75,3.1,1.909,4.0,3.0,1.833,4.0,3.0,1.83
I1,2002-02-03,Juventus,Lecce,3,0,H,1,0,H,1.21,5.0,11.0,1.2,5.0,10.0,1.25,4.5,10.0,1.25,4.6,10.0,1.2,5.0,11.0,1.2,5.0,11.0
I1,2002-02-03,Lazio,Milan,1,1,D,1,0,H,2.15,3.0,3.15,2.2,2.8,3.1,2.1,3.0,3.2,2.2,3.0,3.1,2.2,2.875,3.1,2.25,2.87,3.0
I1,2002-02-03,Piacenza,Chievo,2,2,D,1,1,D,2.4,3.0,2.75,2.3,2.9,2.8,2.2,3.2,2.8,2.4,3.0,2.7,2.5,2.875,2.625,2.5,2.9,2.62
I1,2002-02-03,Udinese,Perugia,0,0,D,0,0,D,1.85,3.0,4.15,1.85,3.1,3.6,1.73,3.2,4.33,1.75,3.2,4.333,1.8,3.1,4.0,1.9,3.0,3.75
I1,2002-02-03,Verona,Atalanta,3,1,H,2,0,H,1.9,3.05,3.8,1.85,3.1,3.6,1.83,3.0,4.0,1.85,3.1,4.0,1.909,3.0,3.75,1.9,2.87,4.0
I1,2002-02-09,Chievo,Udinese,1,2,A,0,2,A,1.75,3.2,4.32,1.8,3.1,3.8,1.73,3.2,4.33,1.667,3.2,4.75,1.727,3.2,4.333,1.72,3.1,4.5
I1,2002-02-10,Atalanta,Brescia,0,0,D,0,0,D,1.85,3.0,4.15,1.9,3.0,3.6,1.8,3.2,4.0,1.85,2.9,4.2,1.833,3.0,4.0,1.9,2.87,4.0
I1,2002-02-10,Bologna,Inter,2,1,H,0,0,D,3.4,3.0,2.05,3.0,2.9,2.2,3.2,2.8,2.2,3.2,3.0,2.15,3.1,2.875,2.2,3.2,2.8,2.2
I1,2002-02-10,Lecce,Verona,1,1,D,1,0,H,2.25,2.9,3.05,2.2,2.9,3.0,2.2,3.0,3.0,2.2,2.875,3.2,2.3,2.875,2.9,2.2,2.8,3.2
I1,2002-02-10,Milan,Perugia,1,1,D,1,0,H,1.4,3.8,7.2,1.4,3.7,6.4,1.4,3.75,7.0,1.444,3.6,7.0,1.4,3.75,7.0,1.44,3.6,6.5
I1,2002-02-10,Parma,Lazio,1,0,H,0,0,D,2.3,2.95,2.92,2.2,2.9,3.0,2.2,3.0,3.0,2.25,2.9,3.1,2.2,3.0,3.0,2.25,2.87,3.0
I1,2002-02-10,Roma,Juventus,0,0,D,0,0,D,2.25,2.9,3.05,2.2,2.9,3.0,2.25,2.87,3.0,2.25,2.875,3.1,2.25,2.875,3.0,2.37,2.8,2.9
I1,2002-02-10,Torino,Piacenza,1,1,D,0,0,D,1.85,2.95,4.2,1.75,3.2,4.0,1.73,3.2,4.33,1.8,3.0,4.5,1.8,3.0,4.333,1.8,3.0,4.2
I1,2002-02-10,Venezia,Fiorentina,2,0,H,1,0,H,2.33,3.1,2.75,2.5,2.8,2.7,2.5,2.87,2.62,2.25,3.0,2.875,2.375,3.1,2.6,2.37,3.1,2.62
I1,2002-02-16,Juventus,Fiorentina,2,1,H,2,1,H,1.2,5.0,11.9,1.25,4.5,9.0,1.25,4.5,10.0,1.25,4.5,10.0,1.2,5.0,11.0,1.2,5.0,11.0
I1,2002-02-16,Milan,Atalanta,0,0,D,0,0,D,1.47,3.5,6.6,1.5,3.5,5.4,1.44,3.4,7.0,1.533,3.3,6.0,1.444,3.4,7.0,1.5,3.4,6.0
I1,2002-02-17,Brescia,Roma,0,0,D,0,0,D,3.95,3.1,1.85,3.6,3.0,1.9,4.0,3.0,1.83,4.0,3.0,1.85,4.0,3.0,1.833,4.0,3.0,1.83
I1,2002-02-17,Lazio,Chievo,1,1,D,0,0,D,1.7,3.25,4.52,1.6,3.4,4.6,1.73,3.2,4.33,1.727,3.2,4.333,1.667,3.1,5.0,1.66,3.1,5.0
I1,2002-02-17,Parma,Torino,0,1,A,0,0,D,1.7,3.1,4.85,1.65,3.3,4.4,1.67,3.2,5.0,1.667,3.2,4.75,1.667,3.1,5.0,1.66,3.1,5.0
I1,2002-02-17,Perugia,Lecce,2,1,H,1,1,D,1.93,3.15,3.55,1.85,3.1,3.6,1.83,2.87,4.33,1.909,3.1,3.6,1.909,3.1,3.6,1.9,3.1,3.6
I1,2002-02-17,Piacenza,Venezia,5,0,H,3,0,H,1.76,3.15,4.4,1.7,3.2,4.2,1.73,3.2,4.33,1.75,3.1,4.333,1.727,3.2,4.333,1.72,3.1,4.5
I1,2002-02-17,Udinese,Bologna,0,1,A,0,1,A,2.2,2.9,3.15,2.1,2.9,3.2,2.1,3.0,3.2,2.3,2.9,2.9,2.25,2.875,3.0,2.25,3.0,2.87
I1,2002-02-17,Verona,Inter,0,3,A,0,1,A,3.15,3.0,2.15,3.0,2.9,2.2,3.0,2.87,2.25,3.0,2.9,2.25,3.0,2.875,2.25,3.1,2.8,2.25
I1,2002-02-23,Roma,Perugia,1,0,H,0,0,D,1.38,4.0,7.15,1.35,4.0,7.0,1.33,3.75,9.0,1.364,3.75,8.5,1.3,4.0,9.5,1.3,4.0,9.5
I1,2002-02-24,Atalanta,Lazio,0,1,A,0,0,D,2.6,2.85,2.65,2.3,2.9,2.8,2.4,2.87,2.8,2.5,3.0,2.6,2.4,2.875,2.75,2.5,2.9,2.62
I1,2002-02-24,Bologna,Verona,2,1,H,0,0,D,1.65,3.25,5.0,1.65,3.3,4.4,1.61,3.25,5.0,1.6,3.2,5.5,1.667,3.1,5.0,1.61,3.1,5.5
I1,2002-02-24,Chievo,Brescia,1,1,D,1,0,H,1.63,3.3,5.0,1.7,3.2,4.2,1.73,2.87,5.0,1.615,3.2,5.5,1.615,3.25,5.0,1.66,3.1,5.0
I1,2002-02-24,Fiorentina,Lecce,1,2,A,1,1,D,1.7,3.3,4.4,1.65,3.3,4.4,1.73,3.2,4.33,1.65,3.2,5.0,,,,1.66,3.1,5.0
I1,2002-02-24,Inter,Udinese,3,2,H,1,0,H,1.4,3.8,7.2,1.4,3.7,6.4,1.36,3.75,8.0,1.444,3.6,7.0,1.364,3.75,8.0,1.4,3.75,7.0
I1,2002-02-24,Piacenza,Parma,2,3,A,0,2,A,2.45,3.0,2.7,2.5,3.0,2.5,2.5,2.87,2.62,2.4,2.9,2.8,2.4,2.875,2.75,2.5,2.75,2.8
I1,2002-02-24,Torino,Juventus,2,2,D,0,1,A,4.25,3.1,1.8,3.8,3.1,1.8,4.0,3.0,1.83,4.6,3.0,1.75,4.5,3.1,1.727,4.5,2.9,1.8
I1,2002-02-24,Venezia,Milan,1,4,A,1,1,D,5.0,3.4,1.6,4.6,3.4,1.6,3.2,3.0,2.1,5.0,3.3,1.6,4.5,3.5,1.615,5.0,3.25,1.61
I1,2002-03-03,Brescia,Piacenza,2,2,D,0,0,D,1.95,3.0,3.7,2.0,2.9,3.4,1.91,2.87,4.0,1.909,2.9,4.0,1.909,3.0,3.75,1.9,2.87,4.0
I1,2002-03-03,Juventus,Bologna,2,1,H,1,1,D,1.42,3.6,7.35,1.4,3.7,6.4,1.4,3.75,7.0,1.5,3.4,6.5,1.444,3.4,7.0,1.44,3.5,7.0
I1,2002-03-03,Lazio,Venezia,4,2,H,3,0,H,1.18,5.2,12.9,1.2,5.0,10.0,1.17,5.0,15.0,1.182,5.0,12.0,1.167,5.5,12.0,1.12,6.0,15.0
I1,2002-03-03,Lecce,Roma,1,1,D,0,1,A,4.55,3.0,1.77,3.5,3.1,1.9,4.5,2.87,1.8,4.2,3.0,1.85,4.0,3.1,1.8,4.2,2.75,1.9
I1,2002-03-03,Milan,Inter,0,1,A,0,0,D,2.78,2.75,2.52,2.6,2.8,2.6,2.8,2.87,2.4,2.75,2.875,2.5,2.6,2.8,2.6,2.75,2.75,2.5
I1,2002-03-03,Perugia,Torino,2,0,H,1,0,H,2.0,2.75,4.0,2.0,3.0,3.3,2.1,2.8,3.4,2.0,2.875,3.5,2.1,2.875,3.3,2.0,3.0,3.4
I1,2002-03-03,Udinese,Atalanta,1,2,A,1,0,H,1.92,2.95,3.9,2.0,3.0,3.3,1.8,3.0,4.33,1.85,3.1,4.0,1.8,3.1,4.0,2.0,2.9,3.6
I1,2002-03-03,Verona,Fiorentina,1,2,A,0,1,A,1.6,3.45,4.95,1.55,3.5,4.8,1.61,3.25,5.0,1.615,3.4,5.0,1.571,3.5,5.0,1.57,3.5,5.0
I1,2002-03-09,Inter,Juventus,2,2,D,1,1,D,2.3,2.9,2.95,2.2,2.9,3.0,2.25,2.87,3.0,2.25,2.875,3.1,2.2,2.8,3.2,2.25,2.8,3.1
I1,2002-03-10,Atalanta,Lecce,2,1,H,2,0,H,1.85,3.1,3.95,1.85,3.1,3.6,1.83,3.0,4.0,1.909,3.0,3.75,1.727,3.1,4.5,1.9,3.0,3.75
I1,2002-03-10,Bologna,Milan,2,0,H,2,0,H,2.35,2.9,2.9,2.4,2.9,2.7,2.25,2.87,3.0,2.3,2.875,3.0,2.375,2.875,2.8,2.3,2.8,3.0
I1,2002-03-10,Fiorentina,Udinese,0,0,D,0,0,D,1.95,3.15,3.45,2.0,3.0,3.3,1.91,3.25,3.4,1.95,3.2,3.4,2.0,3.2,3.2,2.0,3.2,3.2
I1,2002-03-10,Lazio,Roma,1,5,A,0,3,A,2.85,2.95,2.33,2.8,2.8,2.4,2.75,2.8,2.5,2.875,2.875,2.375,2.75,2.875,2.4,2.75,2.75,2.5
I1,2002-03-10,Piacenza,Perugia,2,0,H,1,0,H,2.0,3.0,3.55,1.9,3.0,3.6,1.91,3.0,3.75,2.0,3.0,3.5,2.1,3.0,3.2,2.1,3.0,3.2
I1,2002-03-10,Torino,Chievo,2,2,D,1,1,D,2.3,2.9,3.0,2.0,3.0,3.3,2.0,3.0,3.4,2.1,3.0,3.25,2.25,2.875,3.0,2.1,3.0,3.2
I1,2002-03-10,Venezia,Brescia,1,2,A,1,0,H,3.5,3.3,1.9,,,,,,,3.6,3.25,1.833,3.5,3.2,1.909,3.4,3.0,2.0
I1,2002-03-10,Verona,Parma,1,0,H,0,0,D,2.65,2.6,2.75,2.6,2.6,2.8,2.62,2.62,2.8,2.7,2.4,3.0,2.5,2.7,2.875,2.5,2.5,3.1
I1,2002-03-13,Parma,Chievo,0,0,D,0,0,D,1.95,3.05,3.65,1.8,3.1,3.8,1.8,3.2,4.0,1.909,3.1,3.75,1.8,3.1,4.0,2.0,3.0,3.4
I1,2002-03-16,Roma,Atalanta,3,1,H,2,0,H,1.31,4.3,8.6,1.35,4.0,7.0,1.33,3.75,9.0,1.3,4.2,9.0,1.286,4.333,8.5,1.28,4.0,10.0
I1,2002-03-17,Brescia,Lazio,1,1,D,0,0,D,2.65,2.9,2.55,2.5,3.0,2.5,2.62,2.87,2.5,2.625,3.0,2.5,2.625,2.875,2.5,2.6,2.8,2.6
I1,2002-03-17,Chievo,Venezia,1,1,D,0,1,A,1.31,4.3,8.6,1.35,4.0,7.0,1.25,4.5,10.0,1.25,4.5,10.0,1.25,4.5,10.0,1.25,4.5,10.0
I1,2002-03-17,Fiorentina,Bologna,1,1,D,1,0,H,2.7,3.25,2.3,2.5,3.0,2.5,2.8,3.2,2.2,2.75,3.0,2.375,2.8,3.2,2.2,2.75,3.1,2.3
I1,2002-03-17,Juventus,Verona,1,0,H,1,0,H,1.31,4.3,8.6,1.25,4.5,9.0,1.28,4.33,9.0,1.3,4.2,9.0,1.286,4.333,8.5,1.25,4.5,10.0
I1,2002-03-17,Lecce,Inter,1,2,A,0,1,A,4.75,3.15,1.7,4.0,3.2,1.75,5.0,2.87,1.73,4.5,3.1,1.75,4.5,3.1,1.727,4.5,2.9,1.8
I1,2002-03-17,Milan,Torino,2,1,H,0,0,D,1.53,3.3,6.25,1.65,3.2,4.6,1.57,3.25,5.5,1.55,3.3,6.0,1.615,3.1,5.5,1.57,3.1,6.0
I1,2002-03-17,Perugia,Parma,2,1,H,2,0,H,2.35,2.9,2.9,2.4,2.7,2.9,2.25,2.87,3.0,2.3,2.9,3.0,2.25,2.875,3.0,2.2,2.87,3.1
I1,2002-03-17,Udinese,Piacenza,1,1,D,0,1,A,1.9,3.0,3.9,1.8,3.1,3.8,1.83,3.2,3.75,1.909,3.0,3.8,1.909,3.0,3.75,2.0,2.9,3.6
I1,2002-03-23,Parma,Juventus,1,0,H,0,0,D,3.15,3.0,2.15,3.1,3.0,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.1,2.875,2.2,3.3,2.9,2.1
I1,2002-03-24,Bologna,Lecce,4,3,H,1,2,A,1.45,3.65,6.55,1.45,3.8,5.4,1.44,3.6,6.5,1.5,3.5,6.0,1.4,3.75,7.0,1.44,3.4,7.0
I1,2002-03-24,Brescia,Perugia,3,0,H,3,0,H,2.0,3.1,3.45,2.0,2.9,3.4,2.0,2.87,3.6,1.95,3.1,3.6,2.0,2.875,3.6,2.1,2.8,3.4
I1,2002-03-24,Chievo,Verona,2,1,H,1,1,D,2.25,2.9,3.1,2.5,3.0,2.5,2.37,2.8,2.87,2.1,3.0,3.2,2.375,2.875,2.8,2.4,2.8,2.87
I1,2002-03-24,Inter,Roma,3,1,H,2,0,H,2.25,2.85,3.15,2.0,2.9,3.4,2.25,2.87,3.0,2.3,2.8,3.1,2.25,2.8,3.1,2.25,2.8,3.1
I1,2002-03-24,Lazio,Udinese,2,0,H,1,0,H,1.55,3.45,5.5,1.65,3.3,4.4,1.61,3.25,5.0,1.533,3.3,6.0,1.571,3.25,5.5,1.57,3.3,5.5
I1,2002-03-24,Piacenza,Milan,0,1,A,0,1,A,2.85,2.9,2.4,3.0,2.9,2.2,2.8,2.87,2.37,3.0,2.875,2.3,2.8,2.875,2.375,2.87,2.8,2.37
I1,2002-03-24,Torino,Fiorentina,1,0,H,1,0,H,1.6,3.5,4.85,1.65,3.3,4.4,1.57,3.5,5.0,1.615,3.4,5.0,1.571,3.5,5.0,1.57,3.75,4.5
I1,2002-03-24,Venezia,Atalanta,0,1,A,0,0,D,3.65,3.25,1.87,,,,3.75,3.0,1.91,3.4,3.2,1.909,3.75,3.25,1.8,3.5,3.2,1.9
I1,2002-03-30,Atalanta,Piacenza,1,1,D,1,0,H,1.9,2.75,4.5,2.0,2.8,3.6,1.83,2.87,4.33,1.909,2.875,4.0,1.8,3.0,4.333,1.83,2.8,4.5
I1,2002-03-30,Fiorentina,Inter,0,1,A,0,0,D,6.3,4.1,1.4,5.4,3.8,1.45,6.5,3.6,1.44,6.0,3.6,1.444,6.0,3.75,1.444,6.0,3.75,1.44
I1,2002-03-30,Juventus,Lazio,1,1,D,1,1,D,1.57,3.35,5.5,1.6,3.4,4.6,1.5,3.4,6.0,1.533,3.25,6.0,1.533,3.25,6.0,1.53,3.3,6.0
I1,2002-03-30,Lecce,Venezia,2,1,H,1,0,H,1.4,3.85,7.0,1.45,3.8,5.4,1.36,3.75,8.0,1.4,3.6,7.0,1.364,4.0,7.0,1.4,3.75,7.0
I1,2002-03-30,Milan,Parma,3,1,H,0,1,A,1.62,3.3,5.15,1.75,3.2,4.0,1.61,3.25,5.0,1.615,3.25,5.0,1.615,3.1,5.5,1.57,3.1,6.0
I1,2002-03-30,Perugia,Chievo,2,2,D,1,1,D,2.05,3.0,3.35,2.1,2.9,3.2,2.2,2.8,3.2,2.05,2.875,3.4,2.2,2.875,3.1,2.1,2.75,3.5
I1,2002-03-30,Roma,Bologna,3,1,H,2,0,H,1.47,3.55,6.5,1.45,3.5,6.0,1.5,3.25,6.5,1.5,3.4,6.0,1.444,3.6,6.5,1.44,3.3,7.5
I1,2002-03-30,Udinese,Brescia,3,2,H,2,1,H,2.08,3.0,3.3,2.1,2.9,3.2,2.1,2.75,3.5,2.05,3.0,3.25,2.1,2.875,3.3,2.2,2.8,3.2
I1,2002-03-30,Verona,Torino,0,1,A,0,1,A,2.0,2.95,3.6,2.0,2.9,3.4,1.91,2.87,4.0,2.0,2.8,3.75,1.909,2.875,4.0,1.9,2.87,4.0
I1,2002-04-06,Torino,Bologna,1,1,D,1,0,H,2.6,2.3,3.2,2.4,2.4,3.2,2.37,2.5,3.25,2.5,2.625,3.0,2.3,2.8,3.0,2.25,2.75,3.2
I1,2002-04-07,Brescia,Verona,0,0,D,0,0,D,1.85,3.0,4.15,1.8,3.1,3.8,1.8,3.0,4.33,1.8,3.0,4.2,1.833,3.0,4.0,1.9,2.75,4.2
I1,2002-04-07,Chievo,Milan,1,1,D,1,1,D,2.62,2.9,2.57,2.8,2.8,2.4,2.5,2.87,2.62,2.625,2.9,2.5,2.5,2.9,2.6,2.62,2.9,2.5
I1,2002-04-07,Inter,Atalanta,1,2,A,0,1,A,1.26,4.6,9.65,1.25,4.5,9.0,1.25,4.5,10.0,1.286,4.2,9.0,1.286,4.333,8.5,1.25,4.5,10.0
I1,2002-04-07,Lazio,Lecce,1,0,H,0,0,D,1.33,4.25,7.75,1.4,3.7,6.4,1.33,4.0,8.0,1.333,4.0,8.0,1.333,4.333,7.0,1.3,4.33,8.0
I1,2002-04-07,Parma,Udinese,2,0,H,1,0,H,1.7,3.1,4.7,1.75,3.2,4.0,1.67,3.25,4.5,1.727,3.2,4.333,1.8,3.1,4.0,1.72,2.87,5.0
I1,2002-04-07,Perugia,Juventus,0,4,A,0,2,A,3.55,3.0,2.0,3.2,3.1,2.0,3.75,3.0,1.91,4.0,2.875,1.85,3.75,3.0,1.909,3.75,2.8,2.0
I1,2002-04-07,Piacenza,Fiorentina,3,0,H,3,0,H,1.5,3.6,5.8,1.4,3.9,6.0,,,,1.364,3.8,7.0,1.4,4.0,6.5,1.3,4.5,7.5
I1,2002-04-07,Venezia,Roma,2,2,D,0,0,D,8.0,4.5,1.3,7.0,4.0,1.35,,,,8.5,5.0,1.222,,,,9.0,5.5,1.2
I1,2002-04-14,Atalanta,Torino,1,1,D,1,0,H,2.3,2.0,5.2,2.0,2.4,4.0,2.2,2.37,4.0,,,,,,,,,
I1,2002-04-14,Bologna,Piacenza,1,2,A,0,1,A,1.65,3.15,5.3,1.65,3.3,4.4,1.61,3.0,6.0,1.6,3.0,6.0,1.615,2.875,6.5,1.57,2.87,7.0
I1,2002-04-14,Fiorentina,Lazio,0,1,A,0,1,A,7.0,4.0,1.35,,,,5.0,3.5,1.57,6.5,3.8,1.4,,,,6.0,3.75,1.44
I1,2002-04-14,Inter,Brescia,2,1,H,0,1,A,1.27,4.75,8.5,1.3,4.2,8.0,1.28,4.33,9.0,1.286,4.5,8.0,1.25,4.5,10.0,,,
