Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SOH,SOD,SOA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,B365>2.5,B365<2.5
I1,2002-11-24,Brescia,Udinese,1.0,1.0,D,0.0,1.0,A,2.25,2.875,3.0,2.28,3.05,3.0,2.2,2.8,3.1,2.25,3.0,2.88,2.25,3.1,2.88,2.25,3.1,2.875,2.25,3.0,2.87,1.85,1.77,2.0,1.72
I1,2002-11-24,Chievo,Empoli,1.0,0.0,H,1.0,0.0,H,1.8,3.0,4.333,1.85,3.2,4.05,1.85,3.0,3.8,1.8,3.25,3.75,1.73,3.2,4.5,1.75,3.2,4.333,1.8,3.25,3.8,1.67,1.95,1.66,2.1
I1,2002-11-24,Lazio,Modena,4.0,0.0,H,2.0,0.0,H,1.5,3.25,6.5,1.51,3.65,6.6,1.45,3.6,5.8,1.44,3.6,6.5,1.53,3.4,6.0,1.533,3.4,6.0,1.44,3.5,7.0,1.72,1.95,1.83,1.83
I1,2002-11-24,Parma,Roma,3.0,0.0,H,2.0,0.0,H,2.5,2.875,2.625,2.6,3.0,2.64,2.6,2.7,2.7,2.38,2.88,2.8,2.5,2.88,2.75,2.5,2.875,2.75,2.5,2.9,2.62,1.8,1.85,1.8,1.9
I1,2002-11-24,Perugia,Como,3.0,0.0,H,1.0,0.0,H,1.667,3.3,4.5,1.73,3.2,5.1,1.7,3.0,4.6,1.62,3.25,5.0,1.73,3.2,4.5,1.727,3.2,4.5,1.61,3.3,5.0,1.92,1.75,1.9,1.8
I1,2002-11-24,Piacenza,Torino,1.0,0.0,H,1.0,0.0,H,1.833,3.0,4.0,1.9,3.1,3.98,1.85,3.0,3.8,1.91,3.2,3.5,1.91,3.1,3.75,1.909,3.1,3.75,1.9,3.0,3.75,1.9,1.75,2.0,1.72
I1,2002-11-24,Reggina,Atalanta,1.0,1.0,D,0.0,1.0,A,2.0,3.0,3.4,2.1,3.05,3.4,2.0,2.9,3.4,2.0,3.0,3.4,2.2,3.2,2.88,2.2,2.875,3.2,2.1,2.87,3.3,1.89,1.75,1.9,1.8
I1,2002-11-30,Reggina,Chievo,1.0,1.0,D,1.0,0.0,H,2.625,3.1,2.375,2.55,2.95,2.65,2.5,2.8,2.7,2.5,2.88,2.62,2.6,3.0,2.5,2.6,3.0,2.5,2.6,3.1,2.4,1.75,1.88,1.83,1.83
I1,2002-12-01,Atalanta,Perugia,0.0,2.0,A,0.0,1.0,A,1.909,3.0,3.75,1.95,3.05,3.75,2.0,2.9,3.4,2.0,3.0,3.4,2.0,3.1,3.4,2.0,3.1,3.4,2.0,3.0,3.4,1.75,1.85,1.8,1.9
I1,2002-12-01,Bologna,Modena,3.0,0.0,H,0.0,0.0,D,1.727,3.1,4.5,1.7,3.15,5.0,1.75,3.0,4.4,1.62,3.25,5.0,,,,1.667,3.25,4.75,1.66,3.1,5.0,1.8,1.8,1.83,1.83
I1,2002-12-01,Empoli,Milan,1.0,1.0,D,1.0,0.0,H,4.333,3.2,1.727,4.75,3.2,1.8,3.8,3.1,1.8,4.0,3.2,1.8,4.0,3.25,1.8,4.0,3.25,1.8,4.5,3.1,1.72,1.7,1.9,1.72,2.0
I1,2002-12-01,Inter,Brescia,4.0,0.0,H,2.0,0.0,H,1.286,4.5,8.0,1.35,4.46,8.0,1.35,3.8,7.5,1.3,4.0,9.0,1.3,4.33,8.5,1.3,4.333,8.5,1.28,4.5,8.0,1.65,1.95,1.72,2.0
I1,2002-12-01,Piacenza,Lazio,2.0,3.0,A,2.0,2.0,D,4.0,3.1,1.8,3.8,3.2,1.9,3.6,3.0,1.9,4.0,3.0,1.83,4.0,3.2,1.8,4.0,3.2,1.8,3.75,3.0,1.9,1.8,1.8,1.83,1.83
I1,2002-12-01,Roma,Juventus,2.0,2.0,D,2.0,1.0,H,2.5,2.875,2.625,2.56,2.95,2.65,2.7,2.6,2.7,2.5,2.88,2.62,2.6,2.88,2.6,2.6,2.875,2.6,2.5,2.9,2.62,1.8,1.8,1.9,1.8
I1,2002-12-01,Torino,Parma,0.0,4.0,A,0.0,2.0,A,2.7,3.0,2.4,2.7,2.95,2.5,2.7,2.8,2.5,2.5,2.88,2.62,2.6,3.0,2.5,2.6,3.0,2.5,2.6,2.8,2.6,1.8,1.8,1.9,1.8
I1,2002-12-07,Lazio,Inter,3.0,3.0,D,3.0,1.0,H,2.375,2.875,2.8,2.42,3.0,2.82,2.1,2.8,3.3,2.38,2.88,2.8,2.5,2.88,2.75,2.5,2.875,2.75,2.37,2.9,2.8,1.75,1.85,1.8,1.9
I1,2002-12-07,Milan,Roma,1.0,0.0,H,0.0,0.0,D,1.8,3.1,4.0,1.82,3.15,4.18,1.75,3.1,4.2,1.73,3.2,4.33,1.8,3.2,4.0,1.8,3.2,4.0,1.8,3.1,4.0,1.8,1.8,1.9,1.8
I1,2002-12-08,Brescia,Juventus,2.0,0.0,H,0.0,0.0,D,4.5,3.25,1.667,4.6,3.2,1.75,4.2,3.1,1.75,5.0,2.88,1.73,4.5,3.1,1.73,4.5,3.1,1.75,4.5,3.1,1.72,1.8,1.8,1.83,1.83
I1,2002-12-08,Chievo,Bologna,0.0,0.0,D,0.0,0.0,D,2.0,2.875,3.6,2.08,3.0,3.5,2.1,2.8,3.3,2.0,3.0,3.4,2.0,3.0,3.5,2.0,3.0,3.5,2.0,3.0,3.4,1.8,1.8,1.8,1.9
I1,2002-12-08,Modena,Como,1.0,1.0,D,0.0,0.0,D,1.667,3.25,4.5,1.75,3.25,4.85,1.75,3.1,4.2,1.62,3.25,5.0,1.67,3.2,5.0,1.667,3.2,5.0,1.61,3.3,5.0,1.9,1.7,2.0,1.72
I1,2002-12-08,Parma,Reggina,2.0,0.0,H,0.0,0.0,D,1.444,3.5,7.0,1.45,3.75,7.0,1.4,3.7,6.5,1.44,3.6,6.5,1.5,3.5,6.0,1.5,3.5,6.0,1.44,3.3,7.5,1.7,1.9,1.72,2.0
I1,2002-12-08,Perugia,Piacenza,0.0,0.0,D,0.0,0.0,D,1.8,3.0,4.2,1.8,3.05,4.5,1.75,3.1,4.2,1.73,3.2,4.33,1.8,3.1,4.33,1.8,3.1,4.2,1.72,3.1,4.5,1.8,1.8,2.0,1.72
I1,2002-12-08,Udinese,Empoli,2.0,1.0,H,1.0,1.0,D,1.909,3.0,3.75,1.9,3.1,3.95,1.85,3.0,3.8,1.83,3.2,3.75,1.91,3.1,3.75,1.909,3.1,3.75,1.9,3.0,3.75,1.85,1.75,2.0,1.72
I1,2002-12-14,Bologna,Parma,2.0,1.0,H,2.0,1.0,H,2.2,3.0,3.0,2.25,3.0,2.95,2.1,2.8,3.3,2.1,3.0,3.2,2.2,2.88,3.2,2.2,2.875,3.2,2.2,2.8,3.2,1.8,1.8,1.9,1.8
I1,2002-12-14,Piacenza,Chievo,0.0,3.0,A,0.0,0.0,D,2.4,3.0,2.7,2.4,3.0,2.85,2.3,2.8,2.9,2.38,2.88,2.8,2.38,3.0,2.8,2.375,3.0,2.8,2.4,2.9,2.75,1.9,1.7,1.9,1.8
I1,2002-12-15,Brescia,Perugia,3.0,1.0,H,2.0,0.0,H,2.0,3.0,3.4,2.1,3.1,3.3,2.1,2.8,3.3,2.0,3.2,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,3.0,3.2,1.9,1.7,1.8,1.9
I1,2002-12-15,Como,Milan,1.0,2.0,A,1.0,2.0,A,5.0,3.25,1.615,5.5,3.35,1.61,4.8,3.3,1.6,5.0,3.25,1.62,5.0,3.2,1.67,5.0,3.2,1.667,5.0,3.1,1.66,1.8,1.8,1.8,1.9
I1,2002-12-15,Empoli,Modena,1.0,0.0,H,0.0,0.0,D,2.0,3.0,3.4,1.9,3.15,3.8,1.9,2.9,3.8,1.8,3.2,4.0,2.0,3.1,3.4,2.0,3.1,3.4,2.0,2.87,3.6,1.9,1.7,1.9,1.8
I1,2002-12-15,Inter,Atalanta,1.0,0.0,H,0.0,0.0,D,1.25,4.5,10.0,1.3,4.4,9.05,1.25,4.2,10.0,1.25,4.5,10.0,1.33,4.2,8.0,1.333,4.2,8.0,1.22,5.0,9.5,1.7,1.9,1.66,2.1
I1,2002-12-15,Juventus,Lazio,1.0,2.0,A,1.0,1.0,D,1.909,3.0,3.75,1.9,3.15,3.85,2.1,2.8,3.3,1.91,3.0,3.75,1.91,3.2,3.6,1.909,3.2,3.6,1.9,3.1,3.6,1.8,1.8,1.83,1.83
I1,2002-12-15,Roma,Reggina,3.0,0.0,H,2.0,0.0,H,1.4,3.6,7.5,1.32,4.5,8.0,1.4,3.7,6.5,1.36,3.75,8.0,1.36,4.0,7.5,1.364,4.0,7.5,1.33,4.0,8.0,1.7,1.9,1.72,2.0
I1,2002-12-15,Udinese,Torino,1.0,1.0,D,0.0,0.0,D,1.533,3.4,5.5,1.58,3.45,5.5,1.6,3.2,5.0,1.57,3.25,5.5,1.53,3.4,6.0,1.533,3.4,6.0,1.57,3.3,5.5,1.8,1.8,2.0,1.72
I1,2002-12-18,Como,Udinese,0.0,2.0,A,0.0,1.0,A,2.625,2.875,2.5,2.7,3.0,2.51,2.5,2.8,2.7,2.88,3.0,2.25,2.63,3.0,2.5,2.75,3.0,2.375,2.62,2.9,2.5,1.9,1.7,,
I1,2002-12-21,Modena,Udinese,0.0,1.0,A,0.0,1.0,A,2.2,3.0,3.0,2.35,3.0,2.95,2.4,2.8,2.8,2.25,3.0,2.88,2.3,3.0,2.88,2.3,3.0,2.875,2.2,2.87,3.1,1.95,1.65,2.1,1.66
I1,2002-12-21,Torino,Roma,0.0,1.0,A,0.0,0.0,D,3.4,3.0,2.0,3.4,3.1,2.05,3.2,2.9,2.1,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,2.1,1.9,1.7,1.8,1.9
I1,2002-12-22,Atalanta,Empoli,2.0,2.0,D,2.0,0.0,H,2.2,3.0,3.0,2.02,3.1,3.5,2.1,2.9,3.2,2.1,3.0,3.2,2.1,3.25,3.0,2.1,3.0,3.25,2.1,3.0,3.2,1.9,1.7,1.83,1.83
I1,2002-12-22,Chievo,Como,2.0,0.0,H,0.0,0.0,D,1.4,3.75,7.0,1.48,3.6,6.8,1.5,3.4,5.6,1.4,3.75,7.0,1.44,3.6,7.0,1.444,3.6,7.0,1.36,3.6,9.0,1.7,1.9,1.83,1.83
I1,2002-12-22,Lazio,Bologna,1.0,1.0,D,1.0,0.0,H,1.667,3.1,5.0,1.63,3.3,5.35,1.65,3.0,5.0,1.62,3.25,5.0,1.62,3.2,5.5,1.615,3.2,5.5,1.61,3.1,5.5,1.7,1.9,1.83,1.83
I1,2002-12-22,Milan,Brescia,0.0,0.0,D,0.0,0.0,D,1.25,4.5,10.0,1.23,5.0,11.5,1.25,4.3,10.0,1.29,4.33,9.0,1.29,4.33,9.0,1.286,4.333,9.0,1.22,5.0,9.5,1.65,1.95,1.72,2.0
I1,2002-12-22,Parma,Inter,1.0,2.0,A,0.0,1.0,A,2.5,3.1,2.5,2.8,2.85,2.6,2.5,2.8,2.7,2.6,2.8,2.6,2.6,2.88,2.6,2.6,2.875,2.6,2.62,2.9,2.5,1.6,2.05,1.66,2.1
I1,2002-12-22,Perugia,Juventus,0.0,1.0,A,0.0,0.0,D,4.0,3.1,1.833,4.3,3.22,1.88,4.0,3.2,1.75,4.0,3.2,1.8,4.0,3.1,1.83,4.0,3.1,1.85,3.75,3.0,1.9,1.7,1.9,1.9,1.8
I1,2002-12-22,Reggina,Piacenza,3.0,1.0,H,0.0,1.0,A,2.1,3.0,3.2,2.12,3.05,3.3,2.1,2.8,3.3,2.1,3.0,3.2,2.1,3.0,3.25,2.1,3.0,3.25,2.1,2.87,3.3,1.95,1.65,2.1,1.66
I1,2003-01-06,Torino,Atalanta,1.0,1.0,D,0.0,1.0,A,2.1,3.0,3.2,2.2,3.0,3.2,2.1,2.9,3.2,,,,2.1,3.2,3.1,2.1,3.1,3.2,,,,1.9,1.7,,
I1,2003-01-11,Brescia,Lazio,0.0,0.0,D,0.0,0.0,D,3.4,3.0,2.0,3.55,3.1,2.0,3.2,2.9,2.1,3.5,3.2,1.91,3.4,3.1,2.0,3.4,3.1,2.0,3.4,3.0,2.0,1.7,1.9,1.72,2.0
I1,2003-01-11,Empoli,Torino,1.0,1.0,D,0.0,0.0,D,1.727,3.2,4.333,1.8,3.2,4.25,1.8,3.0,4.0,1.73,3.2,4.33,1.73,3.2,4.33,1.75,3.2,4.333,1.72,3.2,4.33,1.9,1.7,1.9,1.8
I1,2003-01-12,Bologna,Milan,0.0,2.0,A,0.0,0.0,D,2.7,3.0,2.375,2.7,3.0,2.5,2.6,2.8,2.6,2.62,2.88,2.5,2.6,3.0,2.5,2.6,3.0,2.5,2.62,2.9,2.5,1.7,1.9,1.72,2.0
I1,2003-01-12,Como,Atalanta,1.0,1.0,D,1.0,0.0,H,2.7,3.0,2.375,2.8,3.1,2.35,3.0,2.9,2.2,2.62,2.88,2.5,2.75,3.0,2.38,2.75,3.0,2.375,2.7,3.0,2.37,1.9,1.7,2.1,1.66
I1,2003-01-12,Inter,Modena,2.0,0.0,H,2.0,0.0,H,1.222,5.0,9.0,1.25,4.7,11.0,1.25,4.5,9.0,1.25,4.5,10.0,1.25,4.5,10.0,1.25,4.6,10.0,1.25,4.5,10.0,1.7,1.9,1.83,1.83
I1,2003-01-12,Juventus,Reggina,5.0,0.0,H,2.0,0.0,H,1.222,5.0,9.0,1.25,4.7,11.0,1.25,4.5,9.0,1.25,4.5,10.0,1.25,4.5,11.0,1.25,4.5,11.0,1.2,5.0,11.0,1.7,1.9,1.8,1.9
I1,2003-01-12,Piacenza,Parma,1.0,1.0,D,0.0,1.0,A,2.7,3.0,2.375,2.7,3.0,2.5,2.8,2.9,2.3,2.6,3.2,2.38,2.6,3.0,2.5,2.6,3.0,2.5,2.62,2.9,2.5,1.7,1.9,1.83,1.83
I1,2003-01-12,Roma,Chievo,0.0,1.0,A,0.0,0.0,D,1.727,3.2,4.333,1.65,3.3,5.1,1.65,3.2,4.6,1.67,3.25,4.5,1.73,3.2,4.5,1.727,3.2,4.5,1.72,3.1,4.5,1.65,1.95,1.72,2.0
I1,2003-01-12,Udinese,Perugia,0.0,0.0,D,0.0,0.0,D,1.727,3.2,4.333,1.75,3.2,4.55,1.75,3.1,4.2,1.73,3.2,4.33,1.73,3.2,4.5,1.727,3.2,4.5,1.72,3.1,4.5,1.75,1.85,2.0,1.72
I1,2003-01-18,Parma,Empoli,2.0,0.0,H,1.0,0.0,H,1.667,3.25,4.5,1.65,3.35,5.0,1.65,3.2,4.6,1.67,3.25,4.5,1.7,3.25,4.5,1.7,3.25,4.5,1.66,3.1,5.0,1.8,1.8,1.83,1.83
I1,2003-01-18,Reggina,Bologna,1.0,0.0,H,1.0,0.0,H,2.625,2.875,2.5,2.7,2.9,2.6,2.6,2.8,2.6,2.62,2.88,2.5,2.7,2.88,2.5,2.7,2.875,2.5,2.75,2.8,2.5,2.0,1.6,1.9,1.8
I1,2003-01-19,Atalanta,Roma,2.0,1.0,H,1.0,1.0,D,2.8,3.0,2.3,3.15,3.0,2.22,3.0,2.9,2.2,2.75,3.0,2.38,2.88,3.0,2.3,2.875,3.0,2.3,3.0,3.0,2.2,1.9,1.7,1.83,1.83
I1,2003-01-19,Chievo,Juventus,1.0,4.0,A,0.0,2.0,A,2.8,3.0,2.3,3.15,3.0,2.22,3.0,2.9,2.2,2.75,3.2,2.25,2.88,3.0,2.3,2.875,3.0,2.3,2.8,3.0,2.3,1.9,1.7,1.9,1.8
I1,2003-01-19,Lazio,Udinese,2.0,1.0,H,2.0,1.0,H,1.571,3.25,5.5,1.55,3.45,6.0,1.6,3.2,5.0,1.62,3.25,5.0,1.62,3.2,5.5,1.615,3.2,5.5,1.61,3.1,5.5,1.8,1.8,1.8,1.9
I1,2003-01-19,Milan,Piacenza,2.0,1.0,H,0.0,0.0,D,1.2,5.0,11.0,1.2,5.33,12.0,1.25,4.5,9.0,1.2,5.0,11.0,1.2,5.0,12.0,1.2,5.0,12.0,1.2,5.0,11.0,1.65,1.95,1.8,1.9
I1,2003-01-19,Modena,Brescia,0.0,0.0,D,0.0,0.0,D,2.25,3.0,2.875,2.35,2.9,3.0,2.3,2.8,2.9,2.2,3.0,3.0,2.25,3.0,3.0,2.25,3.0,3.0,2.25,2.87,3.0,2.0,1.6,2.0,1.72
I1,2003-01-19,Perugia,Inter,4.0,1.0,H,2.0,0.0,H,3.75,3.2,1.833,4.0,3.2,1.85,3.6,3.1,1.85,4.0,3.2,1.8,3.75,3.1,1.91,3.75,3.1,1.909,4.0,3.0,1.83,1.8,1.8,1.83,1.83
I1,2003-01-19,Torino,Como,0.0,0.0,D,0.0,0.0,D,1.727,3.2,4.333,1.7,3.25,4.85,1.75,3.2,4.0,1.73,3.2,4.33,1.73,3.25,4.33,1.727,3.25,4.333,1.72,3.1,4.5,2.0,1.6,2.0,1.72
I1,2003-01-25,Como,Roma,2.0,0.0,H,0.0,0.0,D,4.33,3.2,1.72,4.55,3.2,1.75,3.8,3.1,1.8,4.33,3.2,1.73,4.33,3.25,1.73,4.33,3.25,1.73,4.33,3.2,1.72,1.9,1.7,1.9,1.8
I1,2003-01-25,Modena,Atalanta,0.0,2.0,A,0.0,1.0,A,2.25,3.0,2.87,2.25,2.9,3.2,2.2,2.8,3.1,2.2,2.8,3.2,2.3,3.0,2.88,2.3,2.88,3.0,2.2,2.8,3.2,2.0,1.6,2.1,1.66
I1,2003-01-26,Bologna,Torino,2.0,2.0,D,1.0,1.0,D,1.5,3.25,6.5,1.55,3.4,6.2,1.6,3.1,5.2,1.57,3.25,5.5,1.53,3.4,6.0,1.53,3.4,6.0,1.5,3.2,7.0,1.9,1.7,1.9,1.8
I1,2003-01-26,Brescia,Parma,1.0,1.0,D,1.0,1.0,D,2.37,2.87,2.8,2.35,2.9,3.0,2.4,2.8,2.8,2.38,3.0,2.75,2.4,3.0,2.75,2.4,3.0,2.75,2.3,2.9,2.9,1.9,1.7,1.9,1.8
I1,2003-01-26,Inter,Empoli,3.0,0.0,H,0.0,0.0,D,1.3,4.33,8.0,1.33,4.2,9.0,1.3,4.0,8.5,1.33,4.0,8.0,1.29,4.33,9.0,1.29,4.33,9.0,1.25,4.5,10.0,1.7,1.9,1.72,2.0
I1,2003-01-26,Juventus,Piacenza,2.0,0.0,H,2.0,0.0,H,1.2,5.0,11.0,1.25,5.0,10.0,1.2,4.7,11.0,1.2,5.0,11.0,1.22,5.0,10.0,1.22,5.0,10.0,1.2,5.0,11.0,1.65,1.95,1.66,2.1
I1,2003-01-26,Lazio,Reggina,0.0,1.0,A,0.0,0.0,D,1.28,4.33,8.5,1.33,4.2,9.0,1.3,4.0,8.5,1.36,3.75,8.0,1.3,4.33,8.5,1.3,4.33,8.5,1.25,5.0,8.0,1.65,1.95,1.66,2.1
I1,2003-01-26,Perugia,Chievo,1.0,0.0,H,1.0,0.0,H,2.25,3.0,2.87,2.25,2.95,3.1,2.2,2.9,3.0,2.38,2.88,2.8,2.25,3.0,3.0,2.25,3.0,3.0,2.25,2.87,3.0,1.8,1.8,1.9,1.8
I1,2003-01-26,Udinese,Milan,1.0,0.0,H,1.0,0.0,H,3.4,3.0,2.0,3.5,3.15,2.0,3.3,3.0,2.0,3.4,3.0,2.0,3.4,3.1,2.0,3.4,3.1,2.0,3.4,3.0,2.0,1.7,1.9,1.83,1.83
I1,2003-02-01,Piacenza,Brescia,1.0,4.0,A,1.0,2.0,A,2.3,2.8,3.0,2.3,2.95,3.0,2.4,2.7,2.9,2.25,2.88,3.0,2.2,2.88,3.2,2.2,2.88,3.2,2.25,2.8,3.1,1.9,1.7,2.0,1.72
I1,2003-02-01,Roma,Bologna,3.0,1.0,H,1.0,1.0,D,1.8,2.9,4.5,1.8,3.05,4.5,1.7,3.1,4.4,1.73,2.88,5.0,1.8,3.0,4.5,1.8,3.0,4.5,1.8,3.1,4.0,1.8,1.8,1.8,1.9
I1,2003-02-02,Atalanta,Juventus,1.0,1.0,D,1.0,0.0,H,4.33,3.2,1.72,4.3,3.15,1.8,3.8,3.1,1.8,4.0,3.2,1.8,4.2,3.1,1.8,4.2,3.1,1.8,4.5,3.1,1.72,1.75,1.85,1.9,1.8
I1,2003-02-02,Chievo,Lazio,1.0,1.0,D,1.0,0.0,H,2.37,3.1,2.62,2.55,3.2,2.5,2.5,2.9,2.6,2.5,3.2,2.5,2.5,3.1,2.6,2.5,3.1,2.6,2.5,3.1,2.5,1.8,1.8,1.83,1.83
I1,2003-02-02,Empoli,Como,0.0,0.0,D,0.0,0.0,D,1.72,3.1,4.5,1.75,3.2,4.5,1.9,2.9,3.8,1.73,3.2,4.33,1.73,3.2,4.5,1.73,3.2,4.5,1.72,3.1,4.5,1.9,1.7,1.9,1.8
I1,2003-02-02,Milan,Modena,2.0,1.0,H,0.0,0.0,D,1.2,5.0,11.0,1.2,5.1,13.0,1.2,4.8,11.0,1.2,5.0,11.0,1.22,5.0,11.0,1.22,5.0,11.0,1.2,5.0,11.0,1.65,2.0,1.61,2.2
I1,2003-02-02,Parma,Udinese,3.0,2.0,H,1.0,0.0,H,1.9,3.2,3.5,1.85,3.15,4.1,1.9,2.9,3.8,1.8,3.2,4.0,1.85,3.1,4.0,1.85,3.1,4.0,1.8,3.1,4.0,1.8,1.8,1.83,1.83
I1,2003-02-02,Reggina,Perugia,3.0,1.0,H,2.0,1.0,H,2.2,3.0,3.0,2.1,3.0,3.4,2.1,2.9,3.2,2.1,3.0,3.2,2.2,2.88,3.2,2.2,2.88,3.2,2.2,3.0,3.0,1.8,1.8,1.9,1.8
I1,2003-02-02,Torino,Inter,0.0,2.0,A,0.0,0.0,D,4.33,3.2,1.72,4.5,3.2,1.75,4.0,3.2,1.75,4.33,3.2,1.73,4.33,3.2,1.73,4.33,3.2,1.75,4.5,3.1,1.72,1.7,1.9,1.83,1.83
I1,2003-02-08,Juventus,Empoli,1.0,0.0,H,1.0,0.0,H,1.25,4.5,10.0,1.3,4.75,9.0,1.2,5.0,10.0,1.25,4.5,10.0,1.25,4.75,10.0,1.25,4.75,10.0,1.22,5.0,9.5,1.7,1.9,1.8,1.9
I1,2003-02-08,Udinese,Piacenza,2.0,1.0,H,1.0,0.0,H,1.615,3.25,5.0,1.65,3.25,5.4,1.5,3.4,5.6,1.57,3.25,5.5,1.62,3.2,5.5,1.6,3.25,5.5,1.57,3.3,5.5,1.85,1.75,2.1,1.66
I1,2003-02-09,Bologna,Atalanta,2.0,3.0,A,0.0,1.0,A,1.727,3.1,4.5,1.8,3.15,4.35,1.75,2.9,4.6,1.73,3.2,4.33,1.67,3.1,5.0,1.7,3.1,5.0,1.72,3.1,4.5,1.8,1.8,1.8,1.9
I1,2003-02-09,Brescia,Chievo,0.0,0.0,D,0.0,0.0,D,2.25,3.0,2.875,2.3,2.95,3.05,2.3,2.8,2.9,2.2,3.0,3.0,2.38,3.0,2.75,2.375,3.0,2.75,2.4,2.9,2.75,1.7,1.9,2.0,1.72
I1,2003-02-09,Como,Parma,2.0,2.0,D,0.0,1.0,A,3.5,3.2,1.909,3.65,3.05,2.0,3.4,2.9,2.0,3.2,3.0,2.1,3.4,3.1,2.0,3.4,3.1,2.0,3.4,3.0,2.0,1.9,1.7,2.0,1.72
I1,2003-02-09,Inter,Reggina,3.0,0.0,H,3.0,0.0,H,1.286,4.5,8.0,1.3,4.75,9.0,1.25,4.5,9.0,1.25,4.5,10.0,1.29,4.5,8.5,1.286,4.5,9.0,1.28,4.5,8.0,1.55,2.15,1.8,1.9
I1,2003-02-09,Lazio,Torino,1.0,1.0,D,1.0,0.0,H,1.364,3.75,8.0,1.4,3.8,8.0,1.35,4.0,7.0,1.44,3.6,6.5,1.36,4.0,7.5,1.364,4.0,7.5,1.25,5.0,8.0,1.65,1.95,1.8,1.9
I1,2003-02-09,Modena,Roma,1.0,1.0,D,1.0,0.0,H,3.4,3.0,2.0,3.5,3.05,2.05,3.4,2.9,2.0,3.2,3.0,2.1,3.25,3.0,2.1,3.25,3.0,2.1,3.2,3.0,2.1,1.8,1.8,2.0,1.72
I1,2003-02-09,Perugia,Milan,1.0,0.0,H,1.0,0.0,H,3.5,3.2,1.909,3.5,3.15,2.0,3.2,2.9,2.1,3.5,3.2,1.91,3.6,3.2,1.91,3.6,3.2,1.909,3.4,3.0,2.0,1.75,1.85,1.83,1.83
I1,2003-02-15,Chievo,Inter,2.0,1.0,H,2.0,0.0,H,3.0,3.0,2.2,3.15,3.05,2.25,2.8,2.9,2.3,,,,3.0,3.0,2.25,3.0,3.0,2.25,,,,1.65,1.95,,
I1,2003-02-15,Roma,Brescia,0.0,0.0,D,0.0,0.0,D,1.667,3.1,5.0,1.65,3.3,5.5,1.6,3.2,5.0,,,,1.67,3.2,5.0,1.667,3.2,5.0,,,,1.7,1.9,,
I1,2003-02-16,Atalanta,Udinese,0.0,0.0,D,0.0,0.0,D,2.2,3.0,3.0,2.3,3.05,3.05,2.2,2.8,3.1,,,,2.2,2.88,3.2,2.2,2.875,3.2,,,,1.75,1.85,,
I1,2003-02-16,Empoli,Perugia,1.0,1.0,D,1.0,1.0,D,2.3,3.0,2.8,2.25,3.05,3.15,2.2,2.8,3.1,,,,2.38,2.88,2.88,2.25,2.875,3.1,,,,1.8,1.8,,
I1,2003-02-16,Milan,Lazio,2.0,2.0,D,0.0,2.0,A,1.8,3.1,4.0,1.9,3.15,4.05,1.8,3.0,4.0,,,,1.8,3.2,4.0,1.8,3.2,4.0,,,,1.8,1.8,,
I1,2003-02-16,Parma,Juventus,1.0,2.0,A,0.0,2.0,A,2.875,3.0,2.25,3.05,3.05,2.4,2.8,2.9,2.3,,,,3.0,3.0,2.25,3.0,3.0,2.25,,,,1.75,1.85,,
I1,2003-02-16,Piacenza,Bologna,3.0,1.0,H,2.0,0.0,H,2.4,3.0,2.7,2.65,3.0,2.6,2.3,2.8,2.9,,,,2.5,3.0,2.6,2.5,3.0,2.6,,,,1.8,1.8,,
I1,2003-02-16,Reggina,Como,4.0,1.0,H,2.0,1.0,H,1.727,3.1,4.5,1.8,3.2,4.5,1.85,2.9,4.0,,,,1.73,3.1,4.5,1.75,3.1,4.5,,,,1.9,1.7,,
I1,2003-02-16,Torino,Modena,1.0,1.0,D,0.0,0.0,D,1.833,3.2,3.75,1.85,3.2,4.0,1.9,3.0,3.6,,,,1.83,3.25,3.75,2.0,3.1,3.5,,,,1.95,1.65,,
I1,2003-02-22,Como,Juventus,1.0,3.0,A,0.0,3.0,A,6.0,3.4,1.5,6.0,3.7,1.5,4.4,3.3,1.65,6.0,3.4,1.5,5.5,3.6,1.53,4.5,3.6,1.615,6.0,3.75,1.44,1.75,1.85,2.0,1.72
I1,2003-02-22,Torino,Milan,0.0,3.0,A,0.0,2.0,A,4.5,3.1,1.727,4.5,3.25,1.75,4.2,3.2,1.7,4.5,2.88,1.8,4.33,3.25,1.73,4.333,3.2,1.75,4.33,3.2,1.72,1.7,1.9,2.0,1.72
I1,2003-02-23,Bologna,Empoli,2.0,0.0,H,1.0,0.0,H,1.833,3.0,4.0,1.85,3.1,4.2,1.75,3.0,4.4,1.8,3.2,4.0,1.83,3.1,4.0,1.833,3.1,4.0,1.8,3.0,4.2,1.75,1.85,1.83,1.83
I1,2003-02-23,Brescia,Reggina,2.0,1.0,H,0.0,0.0,D,1.909,3.0,3.75,1.95,3.1,3.75,1.85,2.9,4.0,1.8,3.0,4.33,2.0,3.0,3.5,2.0,3.0,3.5,1.9,2.87,4.0,1.85,1.75,2.0,1.72
